method;Replicate number;id_sample;gradient;alti;INat;abundance;stade;state;sexe;mass;referential;canonic;id;rankName;referenceName;familyName;orderName;className;phylumName
barber;3;ANI-22-0102;PEC;1152;0;11;NA;NA;NA;NA;taxref;Carabidae;184615;Famille;Carabidae Latreille, 1802;Carabidae;Coleoptera;Insecta;Arthropoda
barber;3;ANI-22-0102;PEC;1152;0;1;NA;NA;NA;NA;taxref;Cicadellidae;184992;Famille;Cicadellidae Latreille, 1802;Cicadellidae;Hemiptera;Insecta;Arthropoda
barber;3;ANI-22-0102;PEC;1152;0;1;NA;NA;NA;NA;taxref;Lumbricidae;183787;Famille;Lumbricidae Claus, 1876;Lumbricidae;Crassiclitellata;Clitellata;Annelida
barber;3;ANI-22-0102;PEC;1152;1;1;ad;NA;NA;NA;taxref;Staphylinidae;184776;Famille;Staphylinidae Latreille, 1802;Staphylinidae;Coleoptera;Insecta;Arthropoda
barber;3;ANI-22-0113;PEC;1375;0;2;NA;NA;NA;NA;taxref;Staphylinidae;184776;Famille;Staphylinidae Latreille, 1802;Staphylinidae;Coleoptera;Insecta;Arthropoda
barber;3;ANI-22-0146;VAL;1860;0;32;NA;NA;unidentified;NA;taxref;Carabidae;184615;Famille;Carabidae Latreille, 1802;Carabidae;Coleoptera;Insecta;Arthropoda
barber;3;ANI-22-0146;VAL;1860;0;2;larv;NA;NA;NA;taxref;Cicadellidae;184992;Famille;Cicadellidae Latreille, 1802;Cicadellidae;Hemiptera;Insecta;Arthropoda
barber;3;ANI-22-0146;VAL;1860;0;29;NA;NA;female;NA;taxref;Formicidae;185188;Famille;Formicidae Latreille, 1809;Formicidae;Hymenoptera;Insecta;Arthropoda
barber;3;ANI-22-0190;VAL;2715;1;1;NA;NA;NA;NA;taxref;Cicadellidae;184992;Famille;Cicadellidae Latreille, 1802;Cicadellidae;Hemiptera;Insecta;Arthropoda
barber;3;ANI-22-0190;VAL;2715;1;2;NA;NA;NA;NA;taxref;Curculionidae;184685;Famille;Curculionidae Latreille, 1802;Curculionidae;Coleoptera;Insecta;Arthropoda
barber;3;ANI-22-0190;VAL;2715;1;6;NA;NA;NA;NA;taxref;Formicidae;185188;Famille;Formicidae Latreille, 1809;Formicidae;Hymenoptera;Insecta;Arthropoda
barber;3;ANI-22-0190;VAL;2715;1;1;NA;NA;NA;NA;taxref;Staphylinidae;184776;Famille;Staphylinidae Latreille, 1802;Staphylinidae;Coleoptera;Insecta;Arthropoda
barber;3;ANI-22-0201;VER;1200;0;2;NA;NA;unidentified;NA;taxref;Carabidae;184615;Famille;Carabidae Latreille, 1802;Carabidae;Coleoptera;Insecta;Arthropoda
barber;3;ANI-22-0201;VER;1200;0;1;NA;NA;NA;NA;taxref;Geotrupidae;184752;Famille;Geotrupidae Latreille, 1802;Geotrupidae;Coleoptera;Insecta;Arthropoda
barber;3;ANI-22-0201;VER;1200;0;1;NA;NA;NA;NA;taxref;Staphylinidae;184776;Famille;Staphylinidae Latreille, 1802;Staphylinidae;Coleoptera;Insecta;Arthropoda
barber;3;ANI-22-0245;VER;2000;0;1;NA;NA;NA;NA;taxref;Cicadellidae;184992;Famille;Cicadellidae Latreille, 1802;Cicadellidae;Hemiptera;Insecta;Arthropoda
barber;3;ANI-22-0245;VER;2000;0;253;NA;NA;NA;NA;taxref;Formicidae;185188;Famille;Formicidae Latreille, 1809;Formicidae;Hymenoptera;Insecta;Arthropoda
barber;3;ANI-22-0245;VER;2000;0;1;NA;NA;NA;NA;taxref;Staphylinidae;184776;Famille;Staphylinidae Latreille, 1802;Staphylinidae;Coleoptera;Insecta;Arthropoda
barber;3;ANI-22-0256;VTN;1130;0;1;ad;NA;NA;NA;taxref;Formicidae;185188;Famille;Formicidae Latreille, 1809;Formicidae;Hymenoptera;Insecta;Arthropoda
barber;3;ANI-22-0256;VTN;1130;1;1;ad;NA;NA;NA;taxref;Formicidae;185188;Famille;Formicidae Latreille, 1809;Formicidae;Hymenoptera;Insecta;Arthropoda
barber;3;ANI-22-0256;VTN;1130;1;1;ad;NA;NA;NA;taxref;Formicidae;185188;Famille;Formicidae Latreille, 1809;Formicidae;Hymenoptera;Insecta;Arthropoda
barber;3;ANI-22-0300;VTN;1860;0;1;NA;NA;NA;NA;taxref;Cicadellidae;184992;Famille;Cicadellidae Latreille, 1802;Cicadellidae;Hemiptera;Insecta;Arthropoda
barber;4;ANI-21-0544;ARG;1420;0;2;ad;NA;NA;NA;taxref;Staphylinidae;184776;Famille;Staphylinidae Latreille, 1802;Staphylinidae;Coleoptera;Insecta;Arthropoda
barber;4;ANI-21-0555;ARG;1620;0;NA;juv;NA;unidentified;NA;taxref;Agelenidae;184350;Famille;Agelenidae Koch, 1837;Agelenidae;Araneae;Arachnida;Arthropoda
barber;4;ANI-21-0555;ARG;1620;0;2;ad;NA;female;NA;taxref;Formicidae;185188;Famille;Formicidae Latreille, 1809;Formicidae;Hymenoptera;Insecta;Arthropoda
barber;4;ANI-21-0555;ARG;1620;0;1;ad;NA;NA;NA;taxref;Staphylinidae;184776;Famille;Staphylinidae Latreille, 1802;Staphylinidae;Coleoptera;Insecta;Arthropoda
barber;4;ANI-21-0555;ARG;1620;0;1;larv;NA;NA;NA;taxref;Tipulidae;184950;Famille;Tipulidae Latreille, 1802;Tipulidae;Diptera;Insecta;Arthropoda
barber;4;ANI-21-0566;ARG;1790;0;1;juv;NA;unidentified;NA;taxref;Agelenidae;184350;Famille;Agelenidae Koch, 1837;Agelenidae;Araneae;Arachnida;Arthropoda
barber;4;ANI-21-0566;ARG;1790;0;4;ad;NA;female;NA;taxref;Formicidae;185188;Famille;Formicidae Latreille, 1809;Formicidae;Hymenoptera;Insecta;Arthropoda
barber;4;ANI-21-0577;ARG;2000;0;2;NA;NA;NA;NA;taxref;Cicadellidae;184992;Famille;Cicadellidae Latreille, 1802;Cicadellidae;Hemiptera;Insecta;Arthropoda
barber;4;ANI-21-0577;ARG;2000;0;17;ad;NA;female;NA;taxref;Formicidae;185188;Famille;Formicidae Latreille, 1809;Formicidae;Hymenoptera;Insecta;Arthropoda
barber;4;ANI-21-0577;ARG;2000;0;4;ad;NA;NA;NA;taxref;Staphylinidae;184776;Famille;Staphylinidae Latreille, 1802;Staphylinidae;Coleoptera;Insecta;Arthropoda
barber;4;ANI-21-0588;ARG;2230;0;19;ad;NA;female;NA;taxref;Formicidae;185188;Famille;Formicidae Latreille, 1809;Formicidae;Hymenoptera;Insecta;Arthropoda
barber;4;ANI-21-0588;ARG;2230;0;3;juv;NA;unidentified;NA;taxref;Lycosidae;184368;Famille;Lycosidae Sundevall, 1833;Lycosidae;Araneae;Arachnida;Arthropoda
barber;4;ANI-21-0599;ARG;2400;0;1;larv;NA;unidentified;NA;taxref;Carabidae;184615;Famille;Carabidae Latreille, 1802;Carabidae;Coleoptera;Insecta;Arthropoda
barber;4;ANI-21-0599;ARG;2400;0;5;ad;NA;female;NA;taxref;Formicidae;185188;Famille;Formicidae Latreille, 1809;Formicidae;Hymenoptera;Insecta;Arthropoda
barber;4;ANI-21-0599;ARG;2400;0;1;ad;NA;NA;NA;taxref;Silphidae;184775;Famille;Silphidae Latreille, 1806;Silphidae;Coleoptera;Insecta;Arthropoda
barber;4;ANI-21-0599;ARG;2400;0;1;ad;NA;NA;NA;taxref;Staphylinidae;184776;Famille;Staphylinidae Latreille, 1802;Staphylinidae;Coleoptera;Insecta;Arthropoda
barber;4;ANI-21-0610;BOU;1240;0;1;NA;NA;NA;NA;taxref;Cicadellidae;184992;Famille;Cicadellidae Latreille, 1802;Cicadellidae;Hemiptera;Insecta;Arthropoda
barber;4;ANI-21-0610;BOU;1240;0;4;ad;NA;female;NA;taxref;Formicidae;185188;Famille;Formicidae Latreille, 1809;Formicidae;Hymenoptera;Insecta;Arthropoda
barber;4;ANI-21-0610;BOU;1240;0;2;ad;NA;NA;NA;taxref;Geotrupidae;184752;Famille;Geotrupidae Latreille, 1802;Geotrupidae;Coleoptera;Insecta;Arthropoda
barber;4;ANI-21-0610;BOU;1240;0;9;ad;NA;NA;NA;taxref;Staphylinidae;184776;Famille;Staphylinidae Latreille, 1802;Staphylinidae;Coleoptera;Insecta;Arthropoda
barber;4;ANI-21-0621;BOU;1440;0;1;NA;NA;NA;NA;taxref;Cicadellidae;184992;Famille;Cicadellidae Latreille, 1802;Cicadellidae;Hemiptera;Insecta;Arthropoda
barber;4;ANI-21-0621;BOU;1440;0;2;ad;NA;NA;NA;taxref;Staphylinidae;184776;Famille;Staphylinidae Latreille, 1802;Staphylinidae;Coleoptera;Insecta;Arthropoda
barber;4;ANI-21-0632;BOU;1620;0;7;ad;NA;female;NA;taxref;Formicidae;185188;Famille;Formicidae Latreille, 1809;Formicidae;Hymenoptera;Insecta;Arthropoda
barber;4;ANI-21-0632;BOU;1620;0;26;ad;NA;NA;NA;taxref;Geotrupidae;184752;Famille;Geotrupidae Latreille, 1802;Geotrupidae;Coleoptera;Insecta;Arthropoda
barber;4;ANI-21-0643;BOU;1830;0;1;NA;NA;NA;NA;taxref;Cicadellidae;184992;Famille;Cicadellidae Latreille, 1802;Cicadellidae;Hemiptera;Insecta;Arthropoda
barber;4;ANI-21-0643;BOU;1830;0;16;ad;NA;female;NA;taxref;Formicidae;185188;Famille;Formicidae Latreille, 1809;Formicidae;Hymenoptera;Insecta;Arthropoda
barber;4;ANI-21-0643;BOU;1830;0;1;ad;NA;NA;NA;taxref;Staphylinidae;184776;Famille;Staphylinidae Latreille, 1802;Staphylinidae;Coleoptera;Insecta;Arthropoda
barber;4;ANI-21-0654;BOU;2000;0;67;ad;NA;female;NA;taxref;Formicidae;185188;Famille;Formicidae Latreille, 1809;Formicidae;Hymenoptera;Insecta;Arthropoda
barber;4;ANI-21-0654;BOU;2000;0;1;juv;NA;unidentified;NA;taxref;Lycosidae;184368;Famille;Lycosidae Sundevall, 1833;Lycosidae;Araneae;Arachnida;Arthropoda
barber;4;ANI-21-0654;BOU;2000;0;1;ad;NA;NA;NA;taxref;Staphylinidae;184776;Famille;Staphylinidae Latreille, 1802;Staphylinidae;Coleoptera;Insecta;Arthropoda
barber;4;ANI-21-0665;CAU;1220;0;1;ad;NA;NA;NA;taxref;Curculionidae;184685;Famille;Curculionidae Latreille, 1802;Curculionidae;Coleoptera;Insecta;Arthropoda
barber;4;ANI-21-0665;CAU;1220;0;29;ad;NA;female;NA;taxref;Formicidae;185188;Famille;Formicidae Latreille, 1809;Formicidae;Hymenoptera;Insecta;Arthropoda
barber;4;ANI-21-0676;CAU;1400;0;1;ad;NA;female;NA;taxref;Formicidae;185188;Famille;Formicidae Latreille, 1809;Formicidae;Hymenoptera;Insecta;Arthropoda
barber;4;ANI-21-0676;CAU;1400;0;3;ad;NA;NA;NA;taxref;Staphylinidae;184776;Famille;Staphylinidae Latreille, 1802;Staphylinidae;Coleoptera;Insecta;Arthropoda
barber;4;ANI-21-0687;CAU;1630;0;1;juv;NA;unidentified;NA;taxref;Linyphiidae;184366;Famille;Linyphiidae Blackwall, 1859;Linyphiidae;Araneae;Arachnida;Arthropoda
barber;4;ANI-21-0709;CAU;2020;0;12;ad;NA;female;NA;taxref;Formicidae;185188;Famille;Formicidae Latreille, 1809;Formicidae;Hymenoptera;Insecta;Arthropoda
barber;4;ANI-21-0720;CAU;2225;0;1;ad;NA;NA;NA;taxref;Curculionidae;184685;Famille;Curculionidae Latreille, 1802;Curculionidae;Coleoptera;Insecta;Arthropoda
barber;4;ANI-21-0720;CAU;2225;0;2;ad;NA;female;NA;taxref;Formicidae;185188;Famille;Formicidae Latreille, 1809;Formicidae;Hymenoptera;Insecta;Arthropoda
barber;4;ANI-21-0731;CAU;2445;0;1;ad;NA;NA;NA;taxref;Curculionidae;184685;Famille;Curculionidae Latreille, 1802;Curculionidae;Coleoptera;Insecta;Arthropoda
barber;4;ANI-21-0731;CAU;2445;0;6;ad;NA;female;NA;taxref;Formicidae;185188;Famille;Formicidae Latreille, 1809;Formicidae;Hymenoptera;Insecta;Arthropoda
barber;4;ANI-21-0731;CAU;2445;0;1;ad;NA;NA;NA;taxref;Staphylinidae;184776;Famille;Staphylinidae Latreille, 1802;Staphylinidae;Coleoptera;Insecta;Arthropoda
barber;4;ANI-21-0742;CAU;2650;0;3;ad;NA;NA;NA;taxref;Curculionidae;184685;Famille;Curculionidae Latreille, 1802;Curculionidae;Coleoptera;Insecta;Arthropoda
barber;4;ANI-21-0742;CAU;2650;0;13;ad;NA;female;NA;taxref;Formicidae;185188;Famille;Formicidae Latreille, 1809;Formicidae;Hymenoptera;Insecta;Arthropoda
barber;4;ANI-21-0742;CAU;2650;0;1;ad;NA;NA;NA;taxref;Staphylinidae;184776;Famille;Staphylinidae Latreille, 1802;Staphylinidae;Coleoptera;Insecta;Arthropoda
barber;4;ANI-21-0753;MOU;1810;0;7;ad;NA;female;NA;taxref;Formicidae;185188;Famille;Formicidae Latreille, 1809;Formicidae;Hymenoptera;Insecta;Arthropoda
barber;4;ANI-21-0753;MOU;1810;0;11;ad;NA;NA;NA;taxref;Geotrupidae;184752;Famille;Geotrupidae Latreille, 1802;Geotrupidae;Coleoptera;Insecta;Arthropoda
barber;4;ANI-21-0753;MOU;1810;0;2;ad;NA;NA;NA;taxref;Staphylinidae;184776;Famille;Staphylinidae Latreille, 1802;Staphylinidae;Coleoptera;Insecta;Arthropoda
barber;4;ANI-21-0764;MOU;1940;0;1;NA;NA;NA;NA;taxref;Cicadellidae;184992;Famille;Cicadellidae Latreille, 1802;Cicadellidae;Hemiptera;Insecta;Arthropoda
barber;4;ANI-21-0764;MOU;1940;0;4;ad;NA;female;NA;taxref;Formicidae;185188;Famille;Formicidae Latreille, 1809;Formicidae;Hymenoptera;Insecta;Arthropoda
barber;4;ANI-21-0764;MOU;1940;0;1;juv;NA;unidentified;NA;taxref;Lycosidae;184368;Famille;Lycosidae Sundevall, 1833;Lycosidae;Araneae;Arachnida;Arthropoda
barber;4;ANI-21-0775;MOU;2160;0;2;NA;NA;NA;NA;taxref;Cicadellidae;184992;Famille;Cicadellidae Latreille, 1802;Cicadellidae;Hemiptera;Insecta;Arthropoda
barber;4;ANI-21-0775;MOU;2160;0;12;ad;NA;female;NA;taxref;Formicidae;185188;Famille;Formicidae Latreille, 1809;Formicidae;Hymenoptera;Insecta;Arthropoda
barber;4;ANI-21-0775;MOU;2160;0;3;ad;NA;NA;NA;taxref;Geotrupidae;184752;Famille;Geotrupidae Latreille, 1802;Geotrupidae;Coleoptera;Insecta;Arthropoda
barber;4;ANI-21-0775;MOU;2160;0;3;ad;NA;NA;NA;taxref;Tenebrionidae;184714;Famille;Tenebrionidae Latreille, 1802;Tenebrionidae;Coleoptera;Insecta;Arthropoda
barber;4;ANI-21-0786;MOU;2355;0;2;ad;NA;female;NA;taxref;Formicidae;185188;Famille;Formicidae Latreille, 1809;Formicidae;Hymenoptera;Insecta;Arthropoda
barber;4;ANI-21-0786;MOU;2355;0;2;juv;NA;unidentified;NA;taxref;Gnaphosidae;184362;Famille;Gnaphosidae Pocock, 1898;Gnaphosidae;Araneae;Arachnida;Arthropoda
barber;4;ANI-21-0786;MOU;2355;0;11;ad;NA;NA;NA;taxref;Staphylinidae;184776;Famille;Staphylinidae Latreille, 1802;Staphylinidae;Coleoptera;Insecta;Arthropoda
barber;4;ANI-21-0797;MOU;2470;0;1;ad;NA;NA;NA;taxref;Curculionidae;184685;Famille;Curculionidae Latreille, 1802;Curculionidae;Coleoptera;Insecta;Arthropoda
barber;4;ANI-21-0797;MOU;2470;0;1;juv;NA;unidentified;NA;taxref;Linyphiidae;184366;Famille;Linyphiidae Blackwall, 1859;Linyphiidae;Araneae;Arachnida;Arthropoda
barber;4;ANI-21-0797;MOU;2470;0;22;ad;NA;NA;NA;taxref;Staphylinidae;184776;Famille;Staphylinidae Latreille, 1802;Staphylinidae;Coleoptera;Insecta;Arthropoda
barber;4;ANI-21-0797;MOU;2470;0;11;larv;NA;NA;NA;taxref;Tipulidae;184950;Famille;Tipulidae Latreille, 1802;Tipulidae;Diptera;Insecta;Arthropoda
barber;4;ANI-21-0808;MOU;2720;0;1;NA;NA;NA;NA;taxref;Cicadellidae;184992;Famille;Cicadellidae Latreille, 1802;Cicadellidae;Hemiptera;Insecta;Arthropoda
barber;4;ANI-21-0808;MOU;2720;0;1;NA;NA;NA;NA;taxref;Staphylinidae;184776;Famille;Staphylinidae Latreille, 1802;Staphylinidae;Coleoptera;Insecta;Arthropoda
barber;4;ANI-21-0819;RIS;1900;0;1;NA;NA;female;0.0031;taxref;Blaniulidae;185619;Famille;Blaniulidae C. L. Koch, 1847;Blaniulidae;Julida;Diplopoda;Arthropoda
barber;4;ANI-21-0819;RIS;1900;0;1;NA;NA;NA;NA;taxref;Cicadellidae;184992;Famille;Cicadellidae Latreille, 1802;Cicadellidae;Hemiptera;Insecta;Arthropoda
barber;4;ANI-21-0819;RIS;1900;0;3;juv;NA;unidentified;NA;taxref;Dysderidae;184359;Famille;Dysderidae ;Dysderidae;Araneae;Arachnida;Arthropoda
barber;4;ANI-21-0819;RIS;1900;0;48;ad;NA;female;NA;taxref;Formicidae;185188;Famille;Formicidae Latreille, 1809;Formicidae;Hymenoptera;Insecta;Arthropoda
barber;4;ANI-21-0819;RIS;1900;1;2;ad;NA;NA;NA;taxref;Staphylinidae;184776;Famille;Staphylinidae Latreille, 1802;Staphylinidae;Coleoptera;Insecta;Arthropoda
barber;4;ANI-21-0819;RIS;1900;1;1;ad;NA;NA;NA;taxref;Curculionidae;184685;Famille;Curculionidae Latreille, 1802;Curculionidae;Coleoptera;Insecta;Arthropoda
barber;4;ANI-21-0819;RIS;1900;1;1;ad;NA;NA;NA;taxref;Curculionidae;184685;Famille;Curculionidae Latreille, 1802;Curculionidae;Coleoptera;Insecta;Arthropoda
barber;4;ANI-21-0830;RIS;2195;0;8;NA;NA;NA;NA;taxref;Cicadellidae;184992;Famille;Cicadellidae Latreille, 1802;Cicadellidae;Hemiptera;Insecta;Arthropoda
barber;4;ANI-21-0830;RIS;2195;0;68;ad;NA;female;NA;taxref;Formicidae;185188;Famille;Formicidae Latreille, 1809;Formicidae;Hymenoptera;Insecta;Arthropoda
barber;4;ANI-21-0830;RIS;2195;0;1;larv;NA;NA;NA;taxref;Tipulidae;184950;Famille;Tipulidae Latreille, 1802;Tipulidae;Diptera;Insecta;Arthropoda
barber;4;ANI-21-0841;RIS;2340;0;3;NA;NA;NA;NA;taxref;Cicadellidae;184992;Famille;Cicadellidae Latreille, 1802;Cicadellidae;Hemiptera;Insecta;Arthropoda
barber;4;ANI-21-0841;RIS;2340;0;64;ad;NA;female;NA;taxref;Formicidae;185188;Famille;Formicidae Latreille, 1809;Formicidae;Hymenoptera;Insecta;Arthropoda
barber;4;ANI-21-0841;RIS;2340;0;2;ad;NA;NA;NA;taxref;Staphylinidae;184776;Famille;Staphylinidae Latreille, 1802;Staphylinidae;Coleoptera;Insecta;Arthropoda
barber;4;ANI-21-0841;RIS;2340;0;1;larv;NA;NA;NA;taxref;Tipulidae;184950;Famille;Tipulidae Latreille, 1802;Tipulidae;Diptera;Insecta;Arthropoda
barber;4;ANI-21-0863;RIS;2770;0;2;NA;NA;NA;NA;taxref;Phalangiidae;183839;Famille;Phalangiidae ;Phalangiidae;Opiliones;Arachnida;Arthropoda
barber;4;ANI-21-0885;TAN;1420;0;1;juv;NA;unidentified;NA;taxref;Agelenidae;184350;Famille;Agelenidae Koch, 1837;Agelenidae;Araneae;Arachnida;Arthropoda
barber;4;ANI-21-0885;TAN;1420;0;2;larv;NA;unidentified;NA;taxref;Carabidae;184615;Famille;Carabidae Latreille, 1802;Carabidae;Coleoptera;Insecta;Arthropoda
barber;4;ANI-21-0885;TAN;1420;0;1;juv;NA;unidentified;NA;taxref;Linyphiidae;184366;Famille;Linyphiidae Blackwall, 1859;Linyphiidae;Araneae;Arachnida;Arthropoda
barber;4;ANI-21-0885;TAN;1420;1;1;ad;NA;NA;NA;taxref;Curculionidae;184685;Famille;Curculionidae Latreille, 1802;Curculionidae;Coleoptera;Insecta;Arthropoda
barber;4;ANI-21-0896;TAN;1700;0;1;larv;NA;NA;NA;taxref;Cicadellidae;184992;Famille;Cicadellidae Latreille, 1802;Cicadellidae;Hemiptera;Insecta;Arthropoda
barber;4;ANI-21-0896;TAN;1700;0;30;ad;NA;female;NA;taxref;Formicidae;185188;Famille;Formicidae Latreille, 1809;Formicidae;Hymenoptera;Insecta;Arthropoda
barber;4;ANI-21-0896;TAN;1700;1;3;ad;NA;NA;NA;taxref;Staphylinidae;184776;Famille;Staphylinidae Latreille, 1802;Staphylinidae;Coleoptera;Insecta;Arthropoda
barber;4;ANI-21-0896;TAN;1700;1;1;NA;NA;NA;NA;taxref;Cicadellidae;184992;Famille;Cicadellidae Latreille, 1802;Cicadellidae;Hemiptera;Insecta;Arthropoda
barber;4;ANI-21-0907;TAN;1890;1;1;ad;NA;NA;NA;taxref;Staphylinidae;184776;Famille;Staphylinidae Latreille, 1802;Staphylinidae;Coleoptera;Insecta;Arthropoda
barber;4;ANI-21-0907;TAN;1890;1;2;ad;NA;NA;NA;taxref;Staphylinidae;184776;Famille;Staphylinidae Latreille, 1802;Staphylinidae;Coleoptera;Insecta;Arthropoda
barber;4;ANI-21-0907;TAN;1890;1;3;ad;NA;NA;NA;taxref;Staphylinidae;184776;Famille;Staphylinidae Latreille, 1802;Staphylinidae;Coleoptera;Insecta;Arthropoda
barber;4;ANI-21-0918;TAN;2100;0;2;ad;NA;female;NA;taxref;Formicidae;185188;Famille;Formicidae Latreille, 1809;Formicidae;Hymenoptera;Insecta;Arthropoda
barber;4;ANI-21-0918;TAN;2100;1;1;NA;NA;NA;NA;taxref;Cicadellidae;184992;Famille;Cicadellidae Latreille, 1802;Cicadellidae;Hemiptera;Insecta;Arthropoda
barber;4;ANI-21-0918;TAN;2100;1;1;ad;NA;NA;NA;taxref;Staphylinidae;184776;Famille;Staphylinidae Latreille, 1802;Staphylinidae;Coleoptera;Insecta;Arthropoda
barber;4;ANI-21-0918;TAN;2100;1;1;ad;NA;NA;NA;taxref;Staphylinidae;184776;Famille;Staphylinidae Latreille, 1802;Staphylinidae;Coleoptera;Insecta;Arthropoda
barber;4;ANI-21-0918;TAN;2100;1;1;ad;NA;NA;NA;taxref;Staphylinidae;184776;Famille;Staphylinidae Latreille, 1802;Staphylinidae;Coleoptera;Insecta;Arthropoda
barber;4;ANI-21-0929;TAN;2300;0;25;ad;NA;female;NA;taxref;Formicidae;185188;Famille;Formicidae Latreille, 1809;Formicidae;Hymenoptera;Insecta;Arthropoda
barber;4;ANI-21-0929;TAN;2300;0;1;larv;NA;NA;NA;taxref;Tipulidae;184950;Famille;Tipulidae Latreille, 1802;Tipulidae;Diptera;Insecta;Arthropoda
barber;4;ANI-21-0951;VCHA;1910;0;52;ad;NA;female;NA;taxref;Formicidae;185188;Famille;Formicidae Latreille, 1809;Formicidae;Hymenoptera;Insecta;Arthropoda
barber;4;ANI-21-0951;VCHA;1910;0;1;juv;NA;unidentified;NA;taxref;Lycosidae;184368;Famille;Lycosidae Sundevall, 1833;Lycosidae;Araneae;Arachnida;Arthropoda
barber;4;ANI-21-0962;VCHA;2150;0;3;NA;NA;NA;NA;taxref;Cicadellidae;184992;Famille;Cicadellidae Latreille, 1802;Cicadellidae;Hemiptera;Insecta;Arthropoda
barber;4;ANI-21-0962;VCHA;2150;0;1;NA;NA;NA;NA;taxref;Curculionidae;184685;Famille;Curculionidae Latreille, 1802;Curculionidae;Coleoptera;Insecta;Arthropoda
barber;4;ANI-21-0962;VCHA;2150;0;35;ad;NA;female;NA;taxref;Formicidae;185188;Famille;Formicidae Latreille, 1809;Formicidae;Hymenoptera;Insecta;Arthropoda
barber;4;ANI-21-0962;VCHA;2150;1;6;ad;NA;NA;NA;taxref;Staphylinidae;184776;Famille;Staphylinidae Latreille, 1802;Staphylinidae;Coleoptera;Insecta;Arthropoda
barber;4;ANI-21-0962;VCHA;2150;1;1;ad;NA;NA;NA;taxref;Staphylinidae;184776;Famille;Staphylinidae Latreille, 1802;Staphylinidae;Coleoptera;Insecta;Arthropoda
barber;4;ANI-21-0973;VCHA;2330;0;13;ad;NA;female;NA;taxref;Formicidae;185188;Famille;Formicidae Latreille, 1809;Formicidae;Hymenoptera;Insecta;Arthropoda
barber;4;ANI-21-0973;VCHA;2330;1;1;ad;NA;NA;NA;taxref;Curculionidae;184685;Famille;Curculionidae Latreille, 1802;Curculionidae;Coleoptera;Insecta;Arthropoda
barber;4;ANI-21-0984;VCHA;2510;0;2;larv;NA;NA;NA;taxref;Tipulidae;184950;Famille;Tipulidae Latreille, 1802;Tipulidae;Diptera;Insecta;Arthropoda
barber;4;ANI-21-0984;VCHA;2510;1;1;ad;NA;NA;NA;taxref;Curculionidae;184685;Famille;Curculionidae Latreille, 1802;Curculionidae;Coleoptera;Insecta;Arthropoda
barber;4;ANI-22-0004;ARM;1520;0;3;NA;NA;unidentified;NA;taxref;Carabidae;184615;Famille;Carabidae Latreille, 1802;Carabidae;Coleoptera;Insecta;Arthropoda
barber;4;ANI-22-0004;ARM;1520;0;8;NA;NA;NA;NA;taxref;Formicidae;185188;Famille;Formicidae Latreille, 1809;Formicidae;Hymenoptera;Insecta;Arthropoda
barber;4;ANI-22-0015;ARM;1750;0;1;NA;NA;unidentified;NA;taxref;Carabidae;184615;Famille;Carabidae Latreille, 1802;Carabidae;Coleoptera;Insecta;Arthropoda
barber;4;ANI-22-0015;ARM;1750;0;1;NA;NA;NA;NA;taxref;Cicadellidae;184992;Famille;Cicadellidae Latreille, 1802;Cicadellidae;Hemiptera;Insecta;Arthropoda
barber;4;ANI-22-0015;ARM;1750;0;16;NA;NA;NA;NA;taxref;Formicidae;185188;Famille;Formicidae Latreille, 1809;Formicidae;Hymenoptera;Insecta;Arthropoda
barber;4;ANI-22-0048;MSB;1370;0;2;NA;NA;unidentified;NA;taxref;Carabidae;184615;Famille;Carabidae Latreille, 1802;Carabidae;Coleoptera;Insecta;Arthropoda
barber;4;ANI-22-0048;MSB;1370;0;55;NA;NA;NA;NA;taxref;Formicidae;185188;Famille;Formicidae Latreille, 1809;Formicidae;Hymenoptera;Insecta;Arthropoda
barber;4;ANI-22-0048;MSB;1370;0;6;NA;NA;NA;NA;taxref;Geotrupidae;184752;Famille;Geotrupidae Latreille, 1802;Geotrupidae;Coleoptera;Insecta;Arthropoda
barber;4;ANI-22-0048;MSB;1370;0;2;NA;NA;NA;NA;taxref;Staphylinidae;184776;Famille;Staphylinidae Latreille, 1802;Staphylinidae;Coleoptera;Insecta;Arthropoda
barber;4;ANI-22-0059;MSB;1420;0;2;NA;NA;NA;NA;taxref;Cicadellidae;184992;Famille;Cicadellidae Latreille, 1802;Cicadellidae;Hemiptera;Insecta;Arthropoda
barber;4;ANI-22-0059;MSB;1420;0;43;NA;NA;NA;NA;taxref;Formicidae;185188;Famille;Formicidae Latreille, 1809;Formicidae;Hymenoptera;Insecta;Arthropoda
barber;4;ANI-22-0070;MSB;1890;0;3;NA;NA;unidentified;NA;taxref;Carabidae;184615;Famille;Carabidae Latreille, 1802;Carabidae;Coleoptera;Insecta;Arthropoda
barber;4;ANI-22-0070;MSB;1890;0;74;NA;NA;NA;NA;taxref;Formicidae;185188;Famille;Formicidae Latreille, 1809;Formicidae;Hymenoptera;Insecta;Arthropoda
barber;4;ANI-22-0070;MSB;1890;0;5;NA;NA;NA;NA;taxref;Staphylinidae;184776;Famille;Staphylinidae Latreille, 1802;Staphylinidae;Coleoptera;Insecta;Arthropoda
barber;4;ANI-22-0081;MSB;2020;0;1;NA;NA;unidentified;NA;taxref;Carabidae;184615;Famille;Carabidae Latreille, 1802;Carabidae;Coleoptera;Insecta;Arthropoda
