"","method","Replicate number","ANI","yr","nb","gradient","alti","INat","abundance","stade","état","sexe","Mass","referential","canonic","id","rankName","referenceName","familyName","orderName","className","phylumName"
"1489","barber",3,"ANI","22","0146","VAL","1860",0,2,"larve",NA,NA,NA,"taxref","Cicadellidae",184992,"Famille","Cicadellidae Latreille, 1802","Cicadellidae","Hemiptera","Insecta","Arthropoda"
"1490","barber",3,"ANI","22","0146","VAL","1860",0,1,NA,NA,NA,NA,"taxref","Coleoptera",184612,"Ordre","Coleoptera Linnaeus, 1758",NA,"Coleoptera","Insecta","Arthropoda"
"1491","barber",3,"ANI","22","0146","VAL","1860",0,29,NA,NA,"femelle",NA,"taxref","Formicidae",185188,"Famille","Formicidae Latreille, 1809","Formicidae","Hymenoptera","Insecta","Arthropoda"
"1492","barber",3,"ANI","22","0146","VAL","1860",0,1,NA,NA,NA,NA,"taxref","Hemiptera",184980,"Ordre","Hemiptera Linnaeus, 1758",NA,"Hemiptera","Insecta","Arthropoda"
"1493","barber",3,"ANI","22","0146","VAL","1860",0,1,NA,NA,NA,NA,"taxref","Lepidoptera",185214,"Ordre","Lepidoptera Linnaeus, 1758",NA,"Lepidoptera","Insecta","Arthropoda"
"1494","barber",3,"ANI","22","0146","VAL","1860",1,2,NA,NA,NA,NA,"taxref","Orthoptera",185375,"Ordre","Orthoptera Latreille, 1810",NA,"Orthoptera","Insecta","Arthropoda"
"1495","barber",3,"ANI","22","0146","VAL","1860",1,1,NA,NA,NA,NA,"taxref","Orthoptera",185375,"Ordre","Orthoptera Latreille, 1810",NA,"Orthoptera","Insecta","Arthropoda"
"1496","barber",3,"ANI","22","0146","VAL","1860",1,1,NA,NA,NA,NA,"taxref","Orthoptera",185375,"Ordre","Orthoptera Latreille, 1810",NA,"Orthoptera","Insecta","Arthropoda"
"1497","barber",3,"ANI","22","0146","VAL","1860",1,1,NA,NA,NA,NA,"taxref","Orthoptera",185375,"Ordre","Orthoptera Latreille, 1810",NA,"Orthoptera","Insecta","Arthropoda"
"1498","barber",3,"ANI","22","0146","VAL","1860",1,1,NA,NA,NA,NA,"taxref","Coleoptera",184612,"Ordre","Coleoptera Linnaeus, 1758",NA,"Coleoptera","Insecta","Arthropoda"
"1499","barber",3,"ANI","22","0157","VAL","2050",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1500","barber",3,"ANI","22","0179","VAL","2450",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1501","barber",3,"ANI","22","0190","VAL","2715",0,1,NA,NA,NA,NA,"taxref","Hemiptera",184980,"Ordre","Hemiptera Linnaeus, 1758",NA,"Hemiptera","Insecta","Arthropoda"
"1502","barber",3,"ANI","22","0190","VAL","2715",1,1,"adulte",NA,NA,NA,"taxref","Adephaga",184613,"Sous-Ordre","Adephaga Schellenberg, 1806",NA,"Coleoptera","Insecta","Arthropoda"
"1503","barber",3,"ANI","22","0190","VAL","2715",1,1,NA,NA,NA,NA,"taxref","Cicadellidae",184992,"Famille","Cicadellidae Latreille, 1802","Cicadellidae","Hemiptera","Insecta","Arthropoda"
"1504","barber",3,"ANI","22","0190","VAL","2715",1,2,NA,NA,NA,NA,"taxref","Curculionidae",184685,"Famille","Curculionidae Latreille, 1802","Curculionidae","Coleoptera","Insecta","Arthropoda"
"1505","barber",3,"ANI","22","0190","VAL","2715",1,6,NA,NA,NA,NA,"taxref","Formicidae",185188,"Famille","Formicidae Latreille, 1809","Formicidae","Hymenoptera","Insecta","Arthropoda"
"1506","barber",3,"ANI","22","0190","VAL","2715",1,4,NA,NA,NA,NA,"taxref","Hymenoptera",185126,"Ordre","Hymenoptera Linnaeus, 1758",NA,"Hymenoptera","Insecta","Arthropoda"
"1507","barber",3,"ANI","22","0190","VAL","2715",1,1,NA,NA,NA,NA,"taxref","Orthoptera",185375,"Ordre","Orthoptera Latreille, 1810",NA,"Orthoptera","Insecta","Arthropoda"
"1508","barber",3,"ANI","22","0190","VAL","2715",1,1,NA,NA,NA,NA,"taxref","Orthoptera",185375,"Ordre","Orthoptera Latreille, 1810",NA,"Orthoptera","Insecta","Arthropoda"
"1509","barber",3,"ANI","22","0190","VAL","2715",1,1,NA,NA,NA,NA,"taxref","Orthoptera",185375,"Ordre","Orthoptera Latreille, 1810",NA,"Orthoptera","Insecta","Arthropoda"
"1510","barber",3,"ANI","22","0190","VAL","2715",1,1,NA,NA,NA,NA,"taxref","Orthoptera",185375,"Ordre","Orthoptera Latreille, 1810",NA,"Orthoptera","Insecta","Arthropoda"
"1511","barber",3,"ANI","22","0190","VAL","2715",1,1,NA,NA,NA,NA,"taxref","Orthoptera",185375,"Ordre","Orthoptera Latreille, 1810",NA,"Orthoptera","Insecta","Arthropoda"
"1512","barber",3,"ANI","22","0190","VAL","2715",1,1,NA,NA,NA,NA,"taxref","Orthoptera",185375,"Ordre","Orthoptera Latreille, 1810",NA,"Orthoptera","Insecta","Arthropoda"
"1513","barber",3,"ANI","22","0190","VAL","2715",1,1,NA,NA,NA,NA,"taxref","Staphylinidae",184776,"Famille","Staphylinidae Latreille, 1802","Staphylinidae","Coleoptera","Insecta","Arthropoda"
"1514","barber",3,"ANI","22","0201","VER","1200",0,1,NA,NA,NA,NA,"taxref","Araneae",184348,"Ordre","Araneae Clerck, 1758",NA,"Araneae","Arachnida","Arthropoda"
"1515","barber",3,"ANI","22","0201","VER","1200",0,2,NA,NA,NA,NA,"taxref","Carabidae",184615,"Famille","Carabidae Latreille, 1802","Carabidae","Coleoptera","Insecta","Arthropoda"
"1516","barber",3,"ANI","22","0201","VER","1200",0,1,NA,NA,NA,NA,"taxref","Geotrupidae",184752,"Famille","Geotrupidae Latreille, 1802","Geotrupidae","Coleoptera","Insecta","Arthropoda"
"1517","barber",3,"ANI","22","0201","VER","1200",0,1,"mue",NA,NA,NA,"taxref","Insecta",184611,"Classe","Insecta Linnaeus, 1758",NA,NA,"Insecta","Arthropoda"
"1518","barber",3,"ANI","22","0201","VER","1200",0,1,NA,NA,NA,NA,"taxref","Staphylinidae",184776,"Famille","Staphylinidae Latreille, 1802","Staphylinidae","Coleoptera","Insecta","Arthropoda"
"1519","barber",3,"ANI","22","0223","VER","1400P",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1520","barber",3,"ANI","22","0234","VER","1800",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1521","barber",3,"ANI","22","0245","VER","2000",0,1,NA,NA,NA,NA,"taxref","Araneae",184348,"Ordre","Araneae Clerck, 1758",NA,"Araneae","Arachnida","Arthropoda"
"1522","barber",3,"ANI","22","0245","VER","2000",0,1,NA,NA,NA,NA,"taxref","Cicadellidae",184992,"Famille","Cicadellidae Latreille, 1802","Cicadellidae","Hemiptera","Insecta","Arthropoda"
"1523","barber",3,"ANI","22","0245","VER","2000",0,253,NA,NA,NA,NA,"taxref","Formicidae",185188,"Famille","Formicidae Latreille, 1809","Formicidae","Hymenoptera","Insecta","Arthropoda"
"1524","barber",3,"ANI","22","0245","VER","2000",0,1,NA,NA,NA,NA,"taxref","Hymenoptera",185126,"Ordre","Hymenoptera Linnaeus, 1758",NA,"Hymenoptera","Insecta","Arthropoda"
"1525","barber",3,"ANI","22","0245","VER","2000",0,1,NA,NA,NA,NA,"taxref","Orthoptera",185375,"Ordre","Orthoptera Latreille, 1810",NA,"Orthoptera","Insecta","Arthropoda"
"1526","barber",3,"ANI","22","0245","VER","2000",0,1,NA,NA,NA,NA,"taxref","Polyphaga",184631,"Sous-Ordre","Polyphaga ",NA,"Coleoptera","Insecta","Arthropoda"
"1527","barber",3,"ANI","22","0245","VER","2000",0,1,NA,NA,NA,NA,"taxref","Staphylinidae",184776,"Famille","Staphylinidae Latreille, 1802","Staphylinidae","Coleoptera","Insecta","Arthropoda"
"1528","barber",3,"ANI","22","0256","VTN","1130",0,7,"adulte",NA,NA,NA,"taxref","Abax parallelus",9158,"Espèce","Abax parallelus (Duftschmid, 1812)","Carabidae","Coleoptera","Insecta","Arthropoda"
"1529","barber",3,"ANI","22","0256","VTN","1130",0,3,NA,NA,NA,NA,"taxref","Araneae",184348,"Ordre","Araneae Clerck, 1758",NA,"Araneae","Arachnida","Arthropoda"
"1530","barber",3,"ANI","22","0256","VTN","1130",0,1,"adulte",NA,"mâle",NA,"taxref","Carabus nemoralis",8410,"Espèce","Carabus nemoralis O.F. Müller, 1764","Carabidae","Coleoptera","Insecta","Arthropoda"
"1531","barber",3,"ANI","22","0256","VTN","1130",0,3,NA,NA,NA,NA,"taxref","Coleoptera",184612,"Ordre","Coleoptera Linnaeus, 1758",NA,"Coleoptera","Insecta","Arthropoda"
"1532","barber",3,"ANI","22","0256","VTN","1130",0,1,"adulte",NA,NA,NA,"taxref","Formicidae",185188,"Famille","Formicidae Latreille, 1809","Formicidae","Hymenoptera","Insecta","Arthropoda"
"1533","barber",3,"ANI","22","0256","VTN","1130",0,1,NA,NA,NA,NA,"taxref","Isopoda",184472,"Ordre","Isopoda Latreille, 1817",NA,"Isopoda","Malacostraca","Arthropoda"
"1534","barber",3,"ANI","22","0256","VTN","1130",1,1,"adulte",NA,NA,NA,"taxref","Formicidae",185188,"Famille","Formicidae Latreille, 1809","Formicidae","Hymenoptera","Insecta","Arthropoda"
"1535","barber",3,"ANI","22","0256","VTN","1130",1,1,"adulte",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1536","barber",3,"ANI","22","0256","VTN","1130",1,1,"adulte",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1537","barber",3,"ANI","22","0256","VTN","1130",1,2,"adulte",NA,NA,NA,"taxref","Hymenoptera",185126,"Ordre","Hymenoptera Linnaeus, 1758",NA,"Hymenoptera","Insecta","Arthropoda"
"1538","barber",3,"ANI","22","0256","VTN","1130",1,1,"adulte",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1539","barber",3,"ANI","22","0256","VTN","1130",1,1,"adulte",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1540","barber",3,"ANI","22","0256","VTN","1130",1,1,"adulte",NA,NA,NA,"taxref","Formicidae",185188,"Famille","Formicidae Latreille, 1809","Formicidae","Hymenoptera","Insecta","Arthropoda"
"1541","barber",3,"ANI","22","0267","VTN","1340",0,3,"adulte",NA,NA,NA,"taxref","Coleoptera",184612,"Ordre","Coleoptera Linnaeus, 1758",NA,"Coleoptera","Insecta","Arthropoda"
"1542","barber",3,"ANI","22","0267","VTN","1340",0,1,"adulte",NA,NA,NA,"taxref","Diplopoda",185607,"Classe","Diplopoda de Blainville in Gervais, 1844",NA,NA,"Diplopoda","Arthropoda"
"1543","barber",3,"ANI","22","0267","VTN","1340",0,249,"adulte",NA,"femelle",NA,"taxref","Hymenoptera",185126,"Ordre","Hymenoptera Linnaeus, 1758",NA,"Hymenoptera","Insecta","Arthropoda"
"1544","barber",3,"ANI","22","0267","VTN","1340",0,1,"larve",NA,NA,NA,"taxref","Insecta",184611,"Classe","Insecta Linnaeus, 1758",NA,NA,"Insecta","Arthropoda"
"1545","barber",3,"ANI","22","0278","VTN","1510",0,1,NA,NA,NA,NA,"taxref","Coleoptera",184612,"Ordre","Coleoptera Linnaeus, 1758",NA,"Coleoptera","Insecta","Arthropoda"
"1546","barber",3,"ANI","22","0289","VTN","1675",0,11,"adulte",NA,NA,NA,"taxref","Adephaga",184613,"Sous-Ordre","Adephaga Schellenberg, 1806",NA,"Coleoptera","Insecta","Arthropoda"
"1547","barber",3,"ANI","22","0289","VTN","1675",0,1,"adulte",NA,NA,NA,"taxref","Glomeris",192835,"Genre","Glomeris Latreille, 1802","Glomeridae","Glomerida","Diplopoda","Arthropoda"
"1548","barber",3,"ANI","22","0289","VTN","1675",0,1,"adulte",NA,NA,NA,"taxref","Hymenoptera",185126,"Ordre","Hymenoptera Linnaeus, 1758",NA,"Hymenoptera","Insecta","Arthropoda"
"1549","barber",3,"ANI","22","0289","VTN","1675",0,1,"adulte",NA,NA,NA,"taxref","Isopoda",184472,"Ordre","Isopoda Latreille, 1817",NA,"Isopoda","Malacostraca","Arthropoda"
"1550","barber",3,"ANI","22","0289","VTN","1675",0,2,"adulte",NA,NA,NA,"taxref","Polyphaga",184631,"Sous-Ordre","Polyphaga ",NA,"Coleoptera","Insecta","Arthropoda"
"1551","barber",3,"ANI","22","0300","VTN","1860",0,1,NA,NA,NA,NA,"taxref","Cicadellidae",184992,"Famille","Cicadellidae Latreille, 1802","Cicadellidae","Hemiptera","Insecta","Arthropoda"
"1552","barber",3,"ANI","22","0300","VTN","1860",0,1,"adulte",NA,"mâle",NA,"taxref","Pterostichinae",793077,"Sous-Famille","Pterostichini Bonelli, 1810","Carabidae","Coleoptera","Insecta","Arthropoda"
"1553","barber",4,"ANI","21","0544","ARG","1420",0,1,"adulte",NA,"male",NA,"taxref","Amaurobius fenestralis",1068,"Espèce","Amaurobius fenestralis (Strøm, 1768)","Amaurobiidae","Araneae","Arachnida","Arthropoda"
"1554","barber",4,"ANI","21","0544","ARG","1420",0,1,"adulte",NA,"male",NA,"taxref","Cryphoeca silvicola",1863,"Espèce","Cryphoeca silvicola (C.L. Koch, 1834)","Cybaeidae","Araneae","Arachnida","Arthropoda"
"1555","barber",4,"ANI","21","0544","ARG","1420",0,1,NA,NA,"hermaphrodite",NA,"taxref","Gastropoda",186338,"Classe","Gastropoda Cuvier, 1795",NA,NA,"Gastropoda","Mollusca"
"1556","barber",4,"ANI","21","0544","ARG","1420",0,2,NA,NA,NA,NA,"taxref","Polyphaga",184631,"Sous-Ordre","Polyphaga ",NA,"Coleoptera","Insecta","Arthropoda"
"1557","barber",4,"ANI","21","0544","ARG","1420",0,2,"adulte",NA,NA,NA,"taxref","Staphylinidae",184776,"Famille","Staphylinidae Latreille, 1802","Staphylinidae","Coleoptera","Insecta","Arthropoda"
"1558","barber",4,"ANI","21","0555","ARG","1620",0,NA,"juvenile",NA,"indeterminé",NA,"taxref","Agelenidae",184350,"Famille","Agelenidae Koch, 1837","Agelenidae","Araneae","Arachnida","Arthropoda"
"1559","barber",4,"ANI","21","0555","ARG","1620",0,2,"adulte",NA,"Femelle",NA,"taxref","Formicidae",185188,"Famille","Formicidae Latreille, 1809","Formicidae","Hymenoptera","Insecta","Arthropoda"
"1560","barber",4,"ANI","21","0555","ARG","1620",0,1,"larve",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1561","barber",4,"ANI","21","0555","ARG","1620",0,1,"adulte",NA,NA,NA,"taxref","Staphylinidae",184776,"Famille","Staphylinidae Latreille, 1802","Staphylinidae","Coleoptera","Insecta","Arthropoda"
"1562","barber",4,"ANI","21","0555","ARG","1620",0,1,"larve",NA,NA,NA,"taxref","Tipulidae",184950,"Famille","Tipulidae Latreille, 1802","Tipulidae","Diptera","Insecta","Arthropoda"
"1563","barber",4,"ANI","21","0566","ARG","1790",0,1,"juvenile",NA,"indeterminé",NA,"taxref","Agelenidae",184350,"Famille","Agelenidae Koch, 1837","Agelenidae","Araneae","Arachnida","Arthropoda"
"1564","barber",4,"ANI","21","0566","ARG","1790",0,1,"adulte",NA,"male",NA,"taxref","Centromerus sellarius",233501,"Espèce","Centromerus sellarius (Simon, 1884)","Linyphiidae","Araneae","Arachnida","Arthropoda"
"1565","barber",4,"ANI","21","0566","ARG","1790",0,4,"adulte",NA,"Femelle",NA,"taxref","Formicidae",185188,"Famille","Formicidae Latreille, 1809","Formicidae","Hymenoptera","Insecta","Arthropoda"
"1566","barber",4,"ANI","21","0577","ARG","2000",0,1,"adulte",NA,"femelle","0,007","taxref","Calathus micropterus",222357,"Espèce","Calathus micropterus (Duftschmid, 1812)","Carabidae","Coleoptera","Insecta","Arthropoda"
"1567","barber",4,"ANI","21","0577","ARG","2000",0,1,"adulte",NA,"femelle","0,016","taxref","Calathus micropterus",222357,"Espèce","Calathus micropterus (Duftschmid, 1812)","Carabidae","Coleoptera","Insecta","Arthropoda"
"1568","barber",4,"ANI","21","0577","ARG","2000",0,1,"adulte",NA,"male",NA,"taxref","Centromerus pabulator",233498,"Espèce","Centromerus pabulator (O. Pickard-Cambridge, 1875)","Linyphiidae","Araneae","Arachnida","Arthropoda"
"1569","barber",4,"ANI","21","0577","ARG","2000",0,2,NA,NA,NA,NA,"taxref","Cicadellidae",184992,"Famille","Cicadellidae Latreille, 1802","Cicadellidae","Hemiptera","Insecta","Arthropoda"
"1570","barber",4,"ANI","21","0577","ARG","2000",0,17,"adulte",NA,"Femelle",NA,"taxref","Formicidae",185188,"Famille","Formicidae Latreille, 1809","Formicidae","Hymenoptera","Insecta","Arthropoda"
"1571","barber",4,"ANI","21","0577","ARG","2000",0,1,NA,NA,NA,NA,"taxref","Heteroptera",185020,"Sous-Ordre","Heteroptera Latreille, 1810",NA,"Hemiptera","Insecta","Arthropoda"
"1572","barber",4,"ANI","21","0577","ARG","2000",0,1,"adulte",NA,NA,NA,"taxref","Hymenoptera",185126,"Ordre","Hymenoptera Linnaeus, 1758",NA,"Hymenoptera","Insecta","Arthropoda"
"1573","barber",4,"ANI","21","0577","ARG","2000",0,1,"larve",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1574","barber",4,"ANI","21","0577","ARG","2000",0,1,NA,NA,NA,NA,"taxref","Orthoptera",185375,"Ordre","Orthoptera Latreille, 1810",NA,"Orthoptera","Insecta","Arthropoda"
"1575","barber",4,"ANI","21","0577","ARG","2000",0,1,"adulte",NA,"femelle","0,062","taxref","Pterostichus multipunctatus",222602,"Espèce","Pterostichus multipunctatus (Dejean, 1828)","Carabidae","Coleoptera","Insecta","Arthropoda"
"1576","barber",4,"ANI","21","0577","ARG","2000",0,1,"adulte",NA,"mâle",NA,"taxref","Pterostichus multipunctatus",222602,"Espèce","Pterostichus multipunctatus (Dejean, 1828)","Carabidae","Coleoptera","Insecta","Arthropoda"
"1577","barber",4,"ANI","21","0577","ARG","2000",0,4,"adulte",NA,NA,NA,"taxref","Staphylinidae",184776,"Famille","Staphylinidae Latreille, 1802","Staphylinidae","Coleoptera","Insecta","Arthropoda"
"1578","barber",4,"ANI","21","0577","ARG","2000",0,1,"adulte",NA,"femelle",NA,"taxref","Tenuiphantes mengei",233783,"Espèce","Tenuiphantes mengei (Kulczynski, 1887)","Linyphiidae","Araneae","Arachnida","Arthropoda"
"1579","barber",4,"ANI","21","0577","ARG","2000",0,4,"adulte",NA,"male",NA,"taxref","Tenuiphantes mengei",233783,"Espèce","Tenuiphantes mengei (Kulczynski, 1887)","Linyphiidae","Araneae","Arachnida","Arthropoda"
"1580","barber",4,"ANI","21","0588","ARG","2230",0,1,"adulte",NA,"male",NA,"taxref","Centromerus incilium",233496,"Espèce","Centromerus incilium (L. Koch, 1881)","Linyphiidae","Araneae","Arachnida","Arthropoda"
"1581","barber",4,"ANI","21","0588","ARG","2230",0,19,"adulte",NA,"Femelle",NA,"taxref","Formicidae",185188,"Famille","Formicidae Latreille, 1809","Formicidae","Hymenoptera","Insecta","Arthropoda"
"1582","barber",4,"ANI","21","0588","ARG","2230",0,3,NA,NA,NA,NA,"taxref","Insecta",184611,"Classe","Insecta Linnaeus, 1758",NA,NA,"Insecta","Arthropoda"
"1583","barber",4,"ANI","21","0588","ARG","2230",0,3,"juvenile",NA,"indeterminé",NA,"taxref","Lycosidae",184368,"Famille","Lycosidae Sundevall, 1833","Lycosidae","Araneae","Arachnida","Arthropoda"
"1584","barber",4,"ANI","21","0588","ARG","2230",0,1,"adulte",NA,"male",NA,"taxref","Palliduphantes pallidus",233709,"Espèce","Palliduphantes pallidus (O. Pickard-Cambridge, 1871)","Linyphiidae","Araneae","Arachnida","Arthropoda"
"1585","barber",4,"ANI","21","0599","ARG","2400",0,4,NA,NA,NA,NA,"taxref","Araneae",184348,"Ordre","Araneae Clerck, 1758",NA,"Araneae","Arachnida","Arthropoda"
"1586","barber",4,"ANI","21","0599","ARG","2400",0,1,"larve",NA,NA,NA,"taxref","Carabidae",184615,"Famille","Carabidae Latreille, 1802","Carabidae","Coleoptera","Insecta","Arthropoda"
"1587","barber",4,"ANI","21","0599","ARG","2400",0,5,"adulte",NA,"Femelle",NA,"taxref","Formicidae",185188,"Famille","Formicidae Latreille, 1809","Formicidae","Hymenoptera","Insecta","Arthropoda"
"1588","barber",4,"ANI","21","0599","ARG","2400",0,1,"larve",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1589","barber",4,"ANI","21","0599","ARG","2400",0,9,NA,NA,NA,NA,"taxref","Orthoptera",185375,"Ordre","Orthoptera Latreille, 1810",NA,"Orthoptera","Insecta","Arthropoda"
"1590","barber",4,"ANI","21","0599","ARG","2400",0,1,"adulte",NA,"mâle",NA,"taxref","Pterostichus multipunctatus",222602,"Espèce","Pterostichus multipunctatus (Dejean, 1828)","Carabidae","Coleoptera","Insecta","Arthropoda"
"1591","barber",4,"ANI","21","0599","ARG","2400",0,5,"adulte",NA,"femelle",NA,"taxref","Pterostichus multipunctatus",222602,"Espèce","Pterostichus multipunctatus (Dejean, 1828)","Carabidae","Coleoptera","Insecta","Arthropoda"
"1592","barber",4,"ANI","21","0599","ARG","2400",0,1,"adulte",NA,NA,NA,"taxref","Silphidae",184775,"Famille","Silphidae Latreille, 1806","Silphidae","Coleoptera","Insecta","Arthropoda"
"1593","barber",4,"ANI","21","0599","ARG","2400",0,1,"adulte",NA,NA,NA,"taxref","Staphylinidae",184776,"Famille","Staphylinidae Latreille, 1802","Staphylinidae","Coleoptera","Insecta","Arthropoda"
"1594","barber",4,"ANI","21","0610","BOU","1240",0,1,"adulte",NA,"femelle","0,234","taxref","Abax parallelepipedus",222607,"Espèce","Abax parallelepipedus (Piller & Mitterpacher, 1783)","Carabidae","Coleoptera","Insecta","Arthropoda"
"1595","barber",4,"ANI","21","0610","BOU","1240",0,1,"adulte",NA,"mâle","0,286","taxref","Abax parallelepipedus",222607,"Espèce","Abax parallelepipedus (Piller & Mitterpacher, 1783)","Carabidae","Coleoptera","Insecta","Arthropoda"
"1596","barber",4,"ANI","21","0610","BOU","1240",0,1,"adulte",NA,"mâle","0,307","taxref","Abax parallelepipedus",222607,"Espèce","Abax parallelepipedus (Piller & Mitterpacher, 1783)","Carabidae","Coleoptera","Insecta","Arthropoda"
"1597","barber",4,"ANI","21","0610","BOU","1240",0,1,"adulte",NA,"mâle","0,327","taxref","Abax parallelepipedus",222607,"Espèce","Abax parallelepipedus (Piller & Mitterpacher, 1783)","Carabidae","Coleoptera","Insecta","Arthropoda"
"1598","barber",4,"ANI","21","0610","BOU","1240",0,1,"adulte",NA,"femelle","0,43","taxref","Carabus intricatus",8395,"Espèce","Carabus intricatus Linnaeus, 1761","Carabidae","Coleoptera","Insecta","Arthropoda"
"1599","barber",4,"ANI","21","0610","BOU","1240",0,1,"adulte",NA,"femelle","0,432","taxref","Carabus intricatus",8395,"Espèce","Carabus intricatus Linnaeus, 1761","Carabidae","Coleoptera","Insecta","Arthropoda"
"1600","barber",4,"ANI","21","0610","BOU","1240",0,1,NA,NA,NA,"0,0066","taxref","Chilopoda",185587,"Classe","Chilopoda Latreille, 1817",NA,NA,"Chilopoda","Arthropoda"
"1601","barber",4,"ANI","21","0610","BOU","1240",0,1,NA,NA,NA,"0,0208","taxref","Chilopoda",185587,"Classe","Chilopoda Latreille, 1817",NA,NA,"Chilopoda","Arthropoda"
"1602","barber",4,"ANI","21","0610","BOU","1240",0,1,NA,NA,NA,NA,"taxref","Cicadellidae",184992,"Famille","Cicadellidae Latreille, 1802","Cicadellidae","Hemiptera","Insecta","Arthropoda"
"1603","barber",4,"ANI","21","0610","BOU","1240",0,1,"adulte",NA,"male",NA,"taxref","Coelotes terrestris",1846,"Espèce","Coelotes terrestris (Wider, 1834)","Agelenidae","Araneae","Arachnida","Arthropoda"
"1604","barber",4,"ANI","21","0610","BOU","1240",0,4,"adulte",NA,"Femelle",NA,"taxref","Formicidae",185188,"Famille","Formicidae Latreille, 1809","Formicidae","Hymenoptera","Insecta","Arthropoda"
"1605","barber",4,"ANI","21","0610","BOU","1240",0,2,"adulte",NA,NA,NA,"taxref","Geotrupidae",184752,"Famille","Geotrupidae Latreille, 1802","Geotrupidae","Coleoptera","Insecta","Arthropoda"
"1606","barber",4,"ANI","21","0610","BOU","1240",0,1,"adulte",NA,"femelle","0,071","taxref","Molops piceus",9165,"Espèce","Molops piceus (Panzer, 1793)","Carabidae","Coleoptera","Insecta","Arthropoda"
"1607","barber",4,"ANI","21","0610","BOU","1240",0,1,"adulte",NA,"femelle","0,067","taxref","Pterostichus burmeisteri",222582,"Espèce","Pterostichus burmeisteri Heer, 1838","Carabidae","Coleoptera","Insecta","Arthropoda"
"1608","barber",4,"ANI","21","0610","BOU","1240",0,1,"adulte",NA,"femelle","0,076","taxref","Pterostichus burmeisteri",222582,"Espèce","Pterostichus burmeisteri Heer, 1838","Carabidae","Coleoptera","Insecta","Arthropoda"
"1609","barber",4,"ANI","21","0610","BOU","1240",0,1,"adulte",NA,"femelle","0,086","taxref","Pterostichus burmeisteri",222582,"Espèce","Pterostichus burmeisteri Heer, 1838","Carabidae","Coleoptera","Insecta","Arthropoda"
"1610","barber",4,"ANI","21","0610","BOU","1240",0,1,"adulte",NA,"femelle","0,132","taxref","Pterostichus burmeisteri",222582,"Espèce","Pterostichus burmeisteri Heer, 1838","Carabidae","Coleoptera","Insecta","Arthropoda"
"1611","barber",4,"ANI","21","0610","BOU","1240",0,1,"adulte",NA,"femelle","0,138","taxref","Pterostichus burmeisteri",222582,"Espèce","Pterostichus burmeisteri Heer, 1838","Carabidae","Coleoptera","Insecta","Arthropoda"
"1612","barber",4,"ANI","21","0610","BOU","1240",0,1,"adulte",NA,"mâle","0,051","taxref","Pterostichus burmeisteri",222582,"Espèce","Pterostichus burmeisteri Heer, 1838","Carabidae","Coleoptera","Insecta","Arthropoda"
"1613","barber",4,"ANI","21","0610","BOU","1240",0,1,"adulte",NA,"mâle","0,06","taxref","Pterostichus burmeisteri",222582,"Espèce","Pterostichus burmeisteri Heer, 1838","Carabidae","Coleoptera","Insecta","Arthropoda"
"1614","barber",4,"ANI","21","0610","BOU","1240",0,1,"adulte",NA,"mâle","0,077","taxref","Pterostichus burmeisteri",222582,"Espèce","Pterostichus burmeisteri Heer, 1838","Carabidae","Coleoptera","Insecta","Arthropoda"
"1615","barber",4,"ANI","21","0610","BOU","1240",0,1,"adulte",NA,"mâle","0,091","taxref","Pterostichus burmeisteri",222582,"Espèce","Pterostichus burmeisteri Heer, 1838","Carabidae","Coleoptera","Insecta","Arthropoda"
"1616","barber",4,"ANI","21","0610","BOU","1240",0,1,"adulte",NA,"mâle","0,103","taxref","Pterostichus burmeisteri",222582,"Espèce","Pterostichus burmeisteri Heer, 1838","Carabidae","Coleoptera","Insecta","Arthropoda"
"1617","barber",4,"ANI","21","0610","BOU","1240",0,9,"adulte",NA,NA,NA,"taxref","Staphylinidae",184776,"Famille","Staphylinidae Latreille, 1802","Staphylinidae","Coleoptera","Insecta","Arthropoda"
"1618","barber",4,"ANI","21","0621","BOU","1440",0,1,"juvenile",NA,"indeterminé",NA,"taxref","Amaurobius",189027,"Genre","Amaurobius C. L. Koch, 1837","Amaurobiidae","Araneae","Arachnida","Arthropoda"
"1619","barber",4,"ANI","21","0621","BOU","1440",0,1,"adulte",NA,"male",NA,"taxref","Amaurobius fenestralis",1068,"Espèce","Amaurobius fenestralis (Strøm, 1768)","Amaurobiidae","Araneae","Arachnida","Arthropoda"
