"","method","Replicate number","id_sample","gradient","alti","INat","abundance","stade","state","sexe","mass","name","referential","id","rankName","fullName","familyName","orderName","className","phylumName"
"2253","barber",3,"ANI-21-0807","MOU","2720",0,1,"ad",NA,NA,NA,"Lebiinae","taxref",704587,"Sous-Famille","Lebiinae Bonelli, 1810","Carabidae","Coleoptera","Insecta","Arthropoda"
"2254","barber",3,"ANI-21-0807","MOU","2720",0,3,NA,NA,NA,NA,"Mitopus morio","taxref",337312,"Espèce","Mitopus morio (Fabricius, 1779)","Phalangiidae","Opiliones","Arachnida","Arthropoda"
"2255","barber",3,"ANI-21-0807","MOU","2720",0,3,NA,NA,NA,NA,"Opiliones","taxref",183822,"Ordre","Opiliones Sundevall, 1833",NA,"Opiliones","Arachnida","Arthropoda"
"2256","barber",3,"ANI-21-0807","MOU","2720",0,1,NA,NA,NA,NA,"Orthoptera","taxref",185375,"Ordre","Orthoptera Latreille, 1810",NA,"Orthoptera","Insecta","Arthropoda"
"2257","barber",3,"ANI-21-0807","MOU","2720",0,1,"ad",NA,NA,NA,"Polyphaga","gbif",8517289,"Genre","Polyphaga Brullé, 1835","Corydiidae","Blattodea","Insecta","Arthropoda"
"2258","barber",3,"ANI-21-0807","MOU","2720",0,1,"ad",NA,"female",0.085,"Pterostichus","gbif",7367006,"Genre","Pterostichus Bonelli, 1810","Carabidae","Coleoptera","Insecta","Arthropoda"
"2259","barber",3,"ANI-21-0807","MOU","2720",0,1,"ad",NA,"female",0.112,"Pterostichus","gbif",7367006,"Genre","Pterostichus Bonelli, 1810","Carabidae","Coleoptera","Insecta","Arthropoda"
"2260","barber",3,"ANI-21-0807","MOU","2720",0,3,"ad",NA,NA,NA,"Staphylinidae","taxref",184776,"Famille","Staphylinidae Latreille, 1802","Staphylinidae","Coleoptera","Insecta","Arthropoda"
"2261","barber",3,"ANI-21-0807","MOU","2720",0,1,"larv",NA,NA,NA,"Tipulidae","taxref",184950,"Famille","Tipulidae Latreille, 1802","Tipulidae","Diptera","Insecta","Arthropoda"
"2262","barber",3,"ANI-21-0807","MOU","2720",0,1,"ad",NA,"female",NA,"Walckenaeria monoceros","taxref",233844,"Espèce","Walckenaeria monoceros (Wider, 1834)","Linyphiidae","Araneae","Arachnida","Arthropoda"
"2263","barber",3,"ANI-21-0818","RIS","1900",0,4,"ad",NA,"male",NA,"Bolyphantes alticeps","gbif",2135939,"Espèce","Bolyphantes alticeps (Sundevall, 1833)","Linyphiidae","Araneae","Arachnida","Arthropoda"
"2264","barber",3,"ANI-21-0818","RIS","1900",0,500,"ad",NA,"female",NA,"Formicidae","taxref",185188,"Famille","Formicidae Latreille, 1809","Formicidae","Hymenoptera","Insecta","Arthropoda"
"2265","barber",3,"ANI-21-0818","RIS","1900",0,1,NA,NA,NA,NA,"Mitopus morio","taxref",337312,"Espèce","Mitopus morio (Fabricius, 1779)","Phalangiidae","Opiliones","Arachnida","Arthropoda"
"2266","barber",3,"ANI-21-0818","RIS","1900",0,2,"ad",NA,"male",NA,"Tenuiphantes mengei","taxref",233783,"Espèce","Tenuiphantes mengei (Kulczyński, 1887)","Linyphiidae","Araneae","Arachnida","Arthropoda"
"2267","barber",3,"ANI-21-0818","RIS","1900",0,1,"larv",NA,NA,NA,"Tipulidae","taxref",184950,"Famille","Tipulidae Latreille, 1802","Tipulidae","Diptera","Insecta","Arthropoda"
"2268","barber",3,"ANI-21-0829","RIS","2195",0,1,"ad",NA,"male",NA,"Bolyphantes nigropictus","taxref",233480,"Espèce","Bolyphantes nigropictus Simon, 1884","Linyphiidae","Araneae","Arachnida","Arthropoda"
"2269","barber",3,"ANI-21-0829","RIS","2195",0,1,"ad",NA,"male",NA,"Centromerus sellarius","taxref",233501,"Espèce","Centromerus sellarius (Simon, 1884)","Linyphiidae","Araneae","Arachnida","Arthropoda"
"2270","barber",3,"ANI-21-0829","RIS","2195",0,1,NA,NA,NA,0.0226,"Chilopoda","taxref",185587,"Classe","Chilopoda Latreille, 1817",NA,NA,"Chilopoda","Arthropoda"
"2271","barber",3,"ANI-21-0829","RIS","2195",0,1,NA,NA,NA,0.0354,"Chilopoda","taxref",185587,"Classe","Chilopoda Latreille, 1817",NA,NA,"Chilopoda","Arthropoda"
"2272","barber",3,"ANI-21-0829","RIS","2195",0,24,NA,NA,NA,NA,"Cicadellidae","taxref",184992,"Famille","Cicadellidae Latreille, 1802","Cicadellidae","Hemiptera","Insecta","Arthropoda"
"2273","barber",3,"ANI-21-0829","RIS","2195",0,3,"larv",NA,NA,NA,"Diptera","gbif",811,"Ordre","Diptera",NA,"Diptera","Insecta","Arthropoda"
"2274","barber",3,"ANI-21-0829","RIS","2195",0,37,"ad",NA,"female",NA,"Formicidae","taxref",185188,"Famille","Formicidae Latreille, 1809","Formicidae","Hymenoptera","Insecta","Arthropoda"
"2275","barber",3,"ANI-21-0829","RIS","2195",0,2,NA,NA,NA,NA,"Heteroptera","gbif",3264953,"Genre","Heteroptera Macquart, 1835","Sphaeroceridae","Diptera","Insecta","Arthropoda"
"2276","barber",3,"ANI-21-0829","RIS","2195",0,1,"larv",NA,NA,NA,"Larves campodeiformes","gbif",NA,NA,NA,NA,NA,NA,NA
"2277","barber",3,"ANI-21-0829","RIS","2195",0,2,"ad",NA,"female",NA,"Pardosa albatula","gbif",2146115,"Espèce","Pardosa albatula (Roewer, 1951)","Lycosidae","Araneae","Arachnida","Arthropoda"
"2278","barber",3,"ANI-21-0829","RIS","2195",0,1,"ad",NA,"male",NA,"Tenuiphantes mengei","taxref",233783,"Espèce","Tenuiphantes mengei (Kulczyński, 1887)","Linyphiidae","Araneae","Arachnida","Arthropoda"
"2279","barber",3,"ANI-21-0829","RIS","2195",0,2,"ad",NA,"female",NA,"Xysticus desidiosus","taxref",1659,"Espèce","Xysticus desidiosus Simon, 1875","Thomisidae","Araneae","Arachnida","Arthropoda"
"2280","barber",3,"ANI-21-0829","RIS","2195",0,5,"ad",NA,"male",NA,"Xysticus desidiosus","taxref",1659,"Espèce","Xysticus desidiosus Simon, 1875","Thomisidae","Araneae","Arachnida","Arthropoda"
"2281","barber",3,"ANI-21-0840","RIS","2340",0,1,"ad",NA,"female",0.41,"Carabus problematicus","gbif",4470555,"Espèce","Carabus problematicus Herbst, 1786","Carabidae","Coleoptera","Insecta","Arthropoda"
"2282","barber",3,"ANI-21-0840","RIS","2340",0,1,"ad",NA,"female",0.47,"Carabus problematicus","gbif",4470555,"Espèce","Carabus problematicus Herbst, 1786","Carabidae","Coleoptera","Insecta","Arthropoda"
"2283","barber",3,"ANI-21-0840","RIS","2340",0,1,NA,NA,NA,0.0175,"Chilopoda","taxref",185587,"Classe","Chilopoda Latreille, 1817",NA,NA,"Chilopoda","Arthropoda"
"2284","barber",3,"ANI-21-0840","RIS","2340",0,2,"juv",NA,"unidentified",NA,"Gnaphosidae","taxref",184362,"Famille","Gnaphosidae Pocock, 1898","Gnaphosidae","Araneae","Arachnida","Arthropoda"
"2285","barber",3,"ANI-21-0840","RIS","2340",0,3,"larv",NA,NA,NA,"Larves campodeiformes","gbif",NA,NA,NA,NA,NA,NA,NA
"2286","barber",3,"ANI-21-0840","RIS","2340",0,3,"larv",NA,NA,NA,"Tipulidae","taxref",184950,"Famille","Tipulidae Latreille, 1802","Tipulidae","Diptera","Insecta","Arthropoda"
"2287","barber",3,"ANI-21-0851","RIS","2570",0,1,NA,NA,NA,NA,"Cicadellidae","taxref",184992,"Famille","Cicadellidae Latreille, 1802","Cicadellidae","Hemiptera","Insecta","Arthropoda"
"2288","barber",3,"ANI-21-0851","RIS","2570",0,1,"ad",NA,"female",0.133,"Cicindela gallica","taxref",8324,"Espèce","Cicindela gallica Brullé, 1834","Carabidae","Coleoptera","Insecta","Arthropoda"
"2289","barber",3,"ANI-21-0851","RIS","2570",0,1,NA,NA,NA,NA,"Collembola","taxref",184571,"Ordre","Collembola Lubbock, 1870",NA,"Collembola","Entognatha","Arthropoda"
"2290","barber",3,"ANI-21-0851","RIS","2570",0,1,"juv",NA,"unidentified",NA,"Lycosidae","taxref",184368,"Famille","Lycosidae Sundevall, 1833","Lycosidae","Araneae","Arachnida","Arthropoda"
"2291","barber",3,"ANI-21-0851","RIS","2570",0,1,NA,NA,NA,NA,"Nemastomatidae","taxref",183843,"Famille","Nemastomatidae ","Nemastomatidae","Opiliones","Arachnida","Arthropoda"
"2292","barber",3,"ANI-21-0862","RIS","2770",0,4,"ad",NA,NA,NA,"Alticinae","taxref",728944,"Sous-Famille","Alticinae Newman, 1835","Chrysomelidae","Coleoptera","Insecta","Arthropoda"
"2293","barber",3,"ANI-21-0862","RIS","2770",0,1,"ad",NA,"female",NA,"Hahnia ononidum","taxref",1878,"Espèce","Hahnia ononidum Simon, 1875","Hahniidae","Araneae","Arachnida","Arthropoda"
"2294","barber",3,"ANI-21-0862","RIS","2770",0,1,"larv",NA,NA,NA,"Larves campodeiformes","gbif",NA,NA,NA,NA,NA,NA,NA
"2295","barber",3,"ANI-21-0862","RIS","2770",0,1,"ad",NA,"female",NA,"Xysticus desidiosus","taxref",1659,"Espèce","Xysticus desidiosus Simon, 1875","Thomisidae","Araneae","Arachnida","Arthropoda"
"2296","barber",3,"ANI-21-0884","TAN","1420",0,1,"ad",NA,"male",0.0219,"Allajulus nitidus","taxref",227618,"Espèce","Allajulus nitidus (Verhoeff, 1891)","Julidae","Julida","Diplopoda","Arthropoda"
"2297","barber",3,"ANI-21-0884","TAN","1420",0,1,NA,NA,NA,NA,"Collembola","taxref",184571,"Ordre","Collembola Lubbock, 1870",NA,"Collembola","Entognatha","Arthropoda"
"2298","barber",3,"ANI-21-0884","TAN","1420",0,1,"ad",NA,"male",0.1146,"Cylindroiulus broti","taxref",227622,"Espèce","Cylindroiulus broti (Humbert, 1893)","Julidae","Julida","Diplopoda","Arthropoda"
"2299","barber",3,"ANI-21-0884","TAN","1420",0,3,"ad",NA,"female",NA,"Formicidae","taxref",185188,"Famille","Formicidae Latreille, 1809","Formicidae","Hymenoptera","Insecta","Arthropoda"
"2300","barber",3,"ANI-21-0884","TAN","1420",0,1,"larv",NA,NA,NA,"Larves campodeiformes","gbif",NA,NA,NA,NA,NA,NA,NA
"2301","barber",3,"ANI-21-0884","TAN","1420",0,1,NA,NA,"female",0.0147,"Leptoiulus simplex","taxref",227657,"Espèce","Leptoiulus simplex (Verhoeff, 1894)","Julidae","Julida","Diplopoda","Arthropoda"
"2302","barber",3,"ANI-21-0884","TAN","1420",0,1,NA,NA,NA,NA,"Lophopilio palpinalis","taxref",337275,"Espèce","Lophopilio palpinalis (Herbst, 1799)","Phalangiidae","Opiliones","Arachnida","Arthropoda"
"2303","barber",3,"ANI-21-0884","TAN","1420",0,1,"ad",NA,"male",0.037,"Pterostichus externepunctatus","taxref",9114,"Espèce","Pterostichus externepunctatus (Dejean, 1828)","Carabidae","Coleoptera","Insecta","Arthropoda"
"2304","barber",3,"ANI-21-0884","TAN","1420",0,1,"ad",NA,"male",0.058,"Pterostichus externepunctatus","taxref",9114,"Espèce","Pterostichus externepunctatus (Dejean, 1828)","Carabidae","Coleoptera","Insecta","Arthropoda"
"2305","barber",3,"ANI-21-0884","TAN","1420",0,1,"ad",NA,"male",0.075,"Pterostichus externepunctatus","taxref",9114,"Espèce","Pterostichus externepunctatus (Dejean, 1828)","Carabidae","Coleoptera","Insecta","Arthropoda"
"2306","barber",3,"ANI-21-0884","TAN","1420",0,1,NA,NA,"female",0.045,"Tachypodoiulus niger","taxref",227676,"Espèce","Tachypodoiulus niger (Leach, 1814)","Julidae","Julida","Diplopoda","Arthropoda"
"2307","barber",3,"ANI-21-0895","TAN","1700",0,127,"ad",NA,"female",NA,"Formicidae","taxref",185188,"Famille","Formicidae Latreille, 1809","Formicidae","Hymenoptera","Insecta","Arthropoda"
"2308","barber",3,"ANI-21-0895","TAN","1700",0,1,"ad",NA,"male",NA,"Tenuiphantes tenebricola","taxref",233786,"Espèce","Tenuiphantes tenebricola (Wider, 1834)","Linyphiidae","Araneae","Arachnida","Arthropoda"
"2309","barber",3,"ANI-21-0906","TAN","1890",0,1,NA,NA,NA,NA,"Collembola","taxref",184571,"Ordre","Collembola Lubbock, 1870",NA,"Collembola","Entognatha","Arthropoda"
"2310","barber",3,"ANI-21-0906","TAN","1890",0,2,"ad",NA,"female",NA,"Formicidae","taxref",185188,"Famille","Formicidae Latreille, 1809","Formicidae","Hymenoptera","Insecta","Arthropoda"
"2311","barber",3,"ANI-21-0906","TAN","1890",0,1,"ad",NA,"male",NA,"Formiphantes lephthyphantiformis","gbif",2138442,"Espèce","Formiphantes lephthyphantiformis (Strand, 1907)","Linyphiidae","Araneae","Arachnida","Arthropoda"
"2312","barber",3,"ANI-21-0906","TAN","1890",0,1,"larv",NA,NA,NA,"Larves campodeiformes","gbif",NA,NA,NA,NA,NA,NA,NA
"2313","barber",3,"ANI-21-0906","TAN","1890",0,1,"ad",NA,"male",0.03,"Pterostichus externepunctatus","taxref",9114,"Espèce","Pterostichus externepunctatus (Dejean, 1828)","Carabidae","Coleoptera","Insecta","Arthropoda"
"2314","barber",3,"ANI-21-0906","TAN","1890",0,1,"ad",NA,"female",NA,"Robertus truncorum","taxref",234115,"Espèce","Robertus truncorum (L. Koch, 1872)","Theridiidae","Araneae","Arachnida","Arthropoda"
"2315","barber",3,"ANI-21-0906","TAN","1890",0,1,"ad",NA,"male",NA,"Walckenaeria acuminata","taxref",233827,"Espèce","Walckenaeria acuminata Blackwall, 1833","Linyphiidae","Araneae","Arachnida","Arthropoda"
"2316","barber",3,"ANI-21-0917","TAN","2100",0,4,"ad",NA,"male",NA,"Centromerus pabulator","taxref",233498,"Espèce","Centromerus pabulator (O. Pickard-Cambridge, 1875)","Linyphiidae","Araneae","Arachnida","Arthropoda"
"2317","barber",3,"ANI-21-0917","TAN","2100",0,1,NA,NA,NA,0.0039,"Chilopoda","taxref",185587,"Classe","Chilopoda Latreille, 1817",NA,NA,"Chilopoda","Arthropoda"
"2318","barber",3,"ANI-21-0917","TAN","2100",0,1,NA,NA,NA,0.008,"Chilopoda","taxref",185587,"Classe","Chilopoda Latreille, 1817",NA,NA,"Chilopoda","Arthropoda"
"2319","barber",3,"ANI-21-0917","TAN","2100",0,12,"ad",NA,"female",NA,"Formicidae","taxref",185188,"Famille","Formicidae Latreille, 1809","Formicidae","Hymenoptera","Insecta","Arthropoda"
"2320","barber",3,"ANI-21-0917","TAN","2100",0,1,"ad",NA,"male",NA,"Palliduphantes pallidus","taxref",233709,"Espèce","Palliduphantes pallidus (O. Pickard-Cambridge, 1871)","Linyphiidae","Araneae","Arachnida","Arthropoda"
"2321","barber",3,"ANI-21-0917","TAN","2100",0,1,"ad",NA,"male",0.031,"Pterostichus externepunctatus","taxref",9114,"Espèce","Pterostichus externepunctatus (Dejean, 1828)","Carabidae","Coleoptera","Insecta","Arthropoda"
"2322","barber",3,"ANI-21-0917","TAN","2100",0,1,"ad",NA,"male",0.052,"Pterostichus externepunctatus","taxref",9114,"Espèce","Pterostichus externepunctatus (Dejean, 1828)","Carabidae","Coleoptera","Insecta","Arthropoda"
"2323","barber",3,"ANI-21-0917","TAN","2100",0,1,"ad",NA,"female",NA,"Robertus truncorum","taxref",234115,"Espèce","Robertus truncorum (L. Koch, 1872)","Theridiidae","Araneae","Arachnida","Arthropoda"
"2324","barber",3,"ANI-21-0917","TAN","2100",0,1,"ad",NA,"female",NA,"Tenuiphantes mengei","taxref",233783,"Espèce","Tenuiphantes mengei (Kulczyński, 1887)","Linyphiidae","Araneae","Arachnida","Arthropoda"
"2325","barber",3,"ANI-21-0917","TAN","2100",0,1,"ad",NA,"male",NA,"Tenuiphantes mengei","taxref",233783,"Espèce","Tenuiphantes mengei (Kulczyński, 1887)","Linyphiidae","Araneae","Arachnida","Arthropoda"
"2326","barber",3,"ANI-21-0917","TAN","2100",0,1,"ad",NA,"male",NA,"Tenuiphantes tenebricola","taxref",233786,"Espèce","Tenuiphantes tenebricola (Wider, 1834)","Linyphiidae","Araneae","Arachnida","Arthropoda"
"2327","barber",3,"ANI-21-0950","VCHA","1910",0,1,"ad",NA,"female",NA,"Formicidae","taxref",185188,"Famille","Formicidae Latreille, 1809","Formicidae","Hymenoptera","Insecta","Arthropoda"
"2328","barber",3,"ANI-21-0950","VCHA","1910",0,2,"ad",NA,"male",NA,"Zelotes talpinus","taxref",233425,"Espèce","Zelotes talpinus (L. Koch, 1872)","Gnaphosidae","Araneae","Arachnida","Arthropoda"
"2329","barber",3,"ANI-21-0961","VCHA","2150",0,1,"ad",NA,"female",NA,"Alopecosa cuneata","taxref",1896,"Espèce","Alopecosa cuneata (Clerck, 1758)","Lycosidae","Araneae","Arachnida","Arthropoda"
"2330","barber",3,"ANI-21-0961","VCHA","2150",0,1,"ad",NA,"male",NA,"Bolyphantes alticeps","gbif",2135939,"Espèce","Bolyphantes alticeps (Sundevall, 1833)","Linyphiidae","Araneae","Arachnida","Arthropoda"
"2331","barber",3,"ANI-21-0961","VCHA","2150",0,1,"ad",NA,"female",0.007,"Calathus micropterus","taxref",222357,"Espèce","Calathus micropterus (Duftschmid, 1812)","Carabidae","Coleoptera","Insecta","Arthropoda"
"2332","barber",3,"ANI-21-0961","VCHA","2150",0,1,NA,NA,NA,0.0087,"Chilopoda","taxref",185587,"Classe","Chilopoda Latreille, 1817",NA,NA,"Chilopoda","Arthropoda"
"2333","barber",3,"ANI-21-0961","VCHA","2150",0,1,NA,NA,NA,0.0132,"Chilopoda","taxref",185587,"Classe","Chilopoda Latreille, 1817",NA,NA,"Chilopoda","Arthropoda"
"2334","barber",3,"ANI-21-0961","VCHA","2150",0,1,NA,NA,NA,0.0156,"Chilopoda","taxref",185587,"Classe","Chilopoda Latreille, 1817",NA,NA,"Chilopoda","Arthropoda"
"2335","barber",3,"ANI-21-0961","VCHA","2150",0,5,NA,NA,NA,NA,"Cicadellidae","taxref",184992,"Famille","Cicadellidae Latreille, 1802","Cicadellidae","Hemiptera","Insecta","Arthropoda"
"2336","barber",3,"ANI-21-0961","VCHA","2150",0,15,NA,NA,NA,NA,"Collembola","taxref",184571,"Ordre","Collembola Lubbock, 1870",NA,"Collembola","Entognatha","Arthropoda"
"2337","barber",3,"ANI-21-0961","VCHA","2150",0,268,"ad",NA,"female",NA,"Formicidae","taxref",185188,"Famille","Formicidae Latreille, 1809","Formicidae","Hymenoptera","Insecta","Arthropoda"
"2338","barber",3,"ANI-21-0961","VCHA","2150",0,1,NA,NA,NA,NA,"Heteroptera","gbif",3264953,"Genre","Heteroptera Macquart, 1835","Sphaeroceridae","Diptera","Insecta","Arthropoda"
"2339","barber",3,"ANI-21-0961","VCHA","2150",0,1,NA,NA,NA,NA,"Isopoda","taxref",184472,"Ordre","Isopoda Latreille, 1817",NA,"Isopoda","Malacostraca","Arthropoda"
"2340","barber",3,"ANI-21-0961","VCHA","2150",0,2,NA,NA,NA,NA,"Mitopus morio","taxref",337312,"Espèce","Mitopus morio (Fabricius, 1779)","Phalangiidae","Opiliones","Arachnida","Arthropoda"
"2341","barber",3,"ANI-21-0961","VCHA","2150",0,1,"ad",NA,"female",0.004,"Notiophilus biguttatus","taxref",8526,"Espèce","Notiophilus biguttatus (Fabricius, 1779)","Carabidae","Coleoptera","Insecta","Arthropoda"
"2342","barber",3,"ANI-21-0961","VCHA","2150",0,1,"ad",NA,"female",NA,"Pardosa lugubris","taxref",1930,"Espèce","Pardosa lugubris (Walckenaer, 1802)","Lycosidae","Araneae","Arachnida","Arthropoda"
"2343","barber",3,"ANI-21-0961","VCHA","2150",0,1,NA,NA,"female",0.1198,"Tachypodoiulus niger","taxref",227676,"Espèce","Tachypodoiulus niger (Leach, 1814)","Julidae","Julida","Diplopoda","Arthropoda"
"2344","barber",3,"ANI-21-0961","VCHA","2150",0,1,NA,NA,"female",0.1705,"Tachypodoiulus niger","taxref",227676,"Espèce","Tachypodoiulus niger (Leach, 1814)","Julidae","Julida","Diplopoda","Arthropoda"
"2345","barber",3,"ANI-21-0972","VCHA","2330",0,1,"ad",NA,"male",0.045,"Amara equestris","gbif",4472993,"Espèce","Amara equestris (Duftschmid, 1812)","Carabidae","Coleoptera","Insecta","Arthropoda"
"2346","barber",3,"ANI-21-0972","VCHA","2330",0,1,NA,NA,NA,0.0106,"Chilopoda","taxref",185587,"Classe","Chilopoda Latreille, 1817",NA,NA,"Chilopoda","Arthropoda"
"2347","barber",3,"ANI-21-0972","VCHA","2330",0,20,"ad",NA,"female",NA,"Formicidae","taxref",185188,"Famille","Formicidae Latreille, 1809","Formicidae","Hymenoptera","Insecta","Arthropoda"
"2348","barber",3,"ANI-21-0972","VCHA","2330",0,1,NA,NA,NA,NA,"Opiliones","taxref",183822,"Ordre","Opiliones Sundevall, 1833",NA,"Opiliones","Arachnida","Arthropoda"
"2349","barber",3,"ANI-21-0972","VCHA","2330",0,1,"ad",NA,"female",NA,"Pardosa agrestis","gbif",9741766,"Espèce","Pardosa agrestis (Westring, 1861)","Lycosidae","Araneae","Arachnida","Arthropoda"
"2350","barber",3,"ANI-21-0972","VCHA","2330",0,1,NA,NA,NA,NA,"Phalangium opilio","taxref",834,"Espèce","Phalangium opilio Linnaeus, 1758","Phalangiidae","Opiliones","Arachnida","Arthropoda"
"2351","barber",3,"ANI-21-0972","VCHA","2330",0,1,"ad",NA,"male",NA,"Zelotes talpinus","taxref",233425,"Espèce","Zelotes talpinus (L. Koch, 1872)","Gnaphosidae","Araneae","Arachnida","Arthropoda"
"2352","barber",3,"ANI-21-0983","VCHA","2510",0,1,"ad",NA,"unidentified",NA,"Alticinae","taxref",728944,"Sous-Famille","Alticinae Newman, 1835","Chrysomelidae","Coleoptera","Insecta","Arthropoda"
"2353","barber",3,"ANI-21-0994","VCHA","2760",0,1,"ad",NA,"female",NA,"Formicidae","taxref",185188,"Famille","Formicidae Latreille, 1809","Formicidae","Hymenoptera","Insecta","Arthropoda"
"2354","barber",3,"ANI-21-0994","VCHA","2760",0,1,"juv",NA,"unidentified",NA,"Salticidae","taxref",184381,"Famille","Salticidae Blackwall, 1841","Salticidae","Araneae","Arachnida","Arthropoda"
"2355","barber",3,"ANI-21-1005","VCHA","2940",0,1,"juv",NA,"unidentified",NA,"Gnaphosidae","taxref",184362,"Famille","Gnaphosidae Pocock, 1898","Gnaphosidae","Araneae","Arachnida","Arthropoda"
"2356","barber",3,"ANI-21-1005","VCHA","2940",0,1,"larv",NA,NA,NA,"Larve eruciforme","gbif",NA,NA,NA,NA,NA,NA,NA
"2357","barber",3,"ANI-22-0003","ARM","1520",0,1,NA,NA,"unidentified",NA,"Araneae","gbif",1496,"Ordre","Araneae",NA,"Araneae","Arachnida","Arthropoda"
"2358","barber",3,"ANI-22-0003","ARM","1520",0,1,"larve",NA,NA,NA,"Insecta","gbif",216,"Classe","Insecta",NA,NA,"Insecta","Arthropoda"
"2359","barber",3,"ANI-22-0014","ARM","1750",0,6,NA,NA,"unidentified",NA,"Araneae","gbif",1496,"Ordre","Araneae",NA,"Araneae","Arachnida","Arthropoda"
"2360","barber",3,"ANI-22-0014","ARM","1750",0,1,NA,NA,NA,NA,"Cicadellidae","taxref",184992,"Famille","Cicadellidae Latreille, 1802","Cicadellidae","Hemiptera","Insecta","Arthropoda"
"2361","barber",3,"ANI-22-0014","ARM","1750",0,1,"mue",NA,NA,NA,"Insecta","gbif",216,"Classe","Insecta",NA,NA,"Insecta","Arthropoda"
"2362","barber",3,"ANI-22-0014","ARM","1750",0,1,NA,NA,NA,NA,"Myrmica","gbif",1318775,"Genre","Myrmica Latreille, 1804","Formicidae","Hymenoptera","Insecta","Arthropoda"
"2363","barber",3,"ANI-22-0014","ARM","1750",0,2,NA,NA,NA,NA,"Opiliones","taxref",183822,"Ordre","Opiliones Sundevall, 1833",NA,"Opiliones","Arachnida","Arthropoda"
"2364","barber",3,"ANI-22-0047","MSB","1370",0,2,NA,NA,"unidentified",NA,"Araneae","gbif",1496,"Ordre","Araneae",NA,"Araneae","Arachnida","Arthropoda"
"2365","barber",3,"ANI-22-0058","MSB","1420",0,1,NA,NA,NA,NA,"vide",NA,NA,NA,NA,NA,NA,NA,NA
"2366","barber",3,"ANI-22-0069","MSB","1890",0,1,NA,NA,"unidentified",NA,"Araneae","gbif",1496,"Ordre","Araneae",NA,"Araneae","Arachnida","Arthropoda"
"2367","barber",3,"ANI-22-0080","MSB","2020",0,14,NA,NA,"unidentified",NA,"Araneae","gbif",1496,"Ordre","Araneae",NA,"Araneae","Arachnida","Arthropoda"
"2368","barber",3,"ANI-22-0080","MSB","2020",0,1,NA,NA,NA,NA,"Cicadellidae","taxref",184992,"Famille","Cicadellidae Latreille, 1802","Cicadellidae","Hemiptera","Insecta","Arthropoda"
"2369","barber",3,"ANI-22-0080","MSB","2020",0,1,"mue",NA,NA,NA,"Insecta","gbif",216,"Classe","Insecta",NA,NA,"Insecta","Arthropoda"
"2370","barber",3,"ANI-22-0080","MSB","2020",0,2,NA,NA,NA,NA,"Omalium","gbif",3262280,"Genre","Omalium Gravenhorst, 1802","Staphylinidae","Coleoptera","Insecta","Arthropoda"
"2371","barber",3,"ANI-22-0080","MSB","2020",0,1,NA,NA,NA,NA,"Staphylinidae","taxref",184776,"Famille","Staphylinidae Latreille, 1802","Staphylinidae","Coleoptera","Insecta","Arthropoda"
"2372","barber",3,"ANI-22-0091","MSB","2260",0,1,NA,NA,"unidentified",NA,"Araneae","gbif",1496,"Ordre","Araneae",NA,"Araneae","Arachnida","Arthropoda"
"2373","barber",3,"ANI-22-0102","PEC","1152",0,5,NA,NA,"unidentified",NA,"Araneae","gbif",1496,"Ordre","Araneae",NA,"Araneae","Arachnida","Arthropoda"
"2374","barber",3,"ANI-22-0102","PEC","1152",0,11,NA,NA,NA,NA,"Carabidae","taxref",184615,"Famille","Carabidae Latreille, 1802","Carabidae","Coleoptera","Insecta","Arthropoda"
"2375","barber",3,"ANI-22-0102","PEC","1152",0,1,NA,NA,NA,NA,"Cicadellidae","taxref",184992,"Famille","Cicadellidae Latreille, 1802","Cicadellidae","Hemiptera","Insecta","Arthropoda"
"2376","barber",3,"ANI-22-0102","PEC","1152",0,2,NA,NA,NA,NA,"Pterostichus","gbif",7367006,"Genre","Pterostichus Bonelli, 1810","Carabidae","Coleoptera","Insecta","Arthropoda"
"2377","barber",3,"ANI-22-0113","PEC","1375",0,3,NA,NA,"unidentified",NA,"Araneae","gbif",1496,"Ordre","Araneae",NA,"Araneae","Arachnida","Arthropoda"
"2378","barber",3,"ANI-22-0146","VAL","1860",0,10,NA,NA,"unidentified",NA,"Araneae","gbif",1496,"Ordre","Araneae",NA,"Araneae","Arachnida","Arthropoda"
"2379","barber",3,"ANI-22-0146","VAL","1860",0,32,NA,NA,"unidentified",NA,"Carabidae","taxref",184615,"Famille","Carabidae Latreille, 1802","Carabidae","Coleoptera","Insecta","Arthropoda"
"2380","barber",3,"ANI-22-0146","VAL","1860",0,2,"larv",NA,NA,NA,"Cicadellidae","taxref",184992,"Famille","Cicadellidae Latreille, 1802","Cicadellidae","Hemiptera","Insecta","Arthropoda"
"2381","barber",3,"ANI-22-0146","VAL","1860",0,1,NA,NA,NA,NA,"Coleoptera","gbif",1470,"Ordre","Coleoptera",NA,"Coleoptera","Insecta","Arthropoda"
"2382","barber",3,"ANI-22-0146","VAL","1860",0,29,NA,NA,"female",NA,"Formicidae","taxref",185188,"Famille","Formicidae Latreille, 1809","Formicidae","Hymenoptera","Insecta","Arthropoda"
"2383","barber",3,"ANI-22-0146","VAL","1860",0,1,NA,NA,NA,NA,"Hemiptera","gbif",809,"Ordre","Hemiptera",NA,"Hemiptera","Insecta","Arthropoda"
