id_sample;method;Replicate number;id_plot;INat;Valid Name;abundance;stade;state;sexe;mass
ANI-21-0809;barber;5;MOU_2720;;Lebiinae;1;ad;;;
ANI-21-0809;barber;5;MOU_2720;;Lithobius Leach, 1814;1;;;;0.0026
ANI-21-0809;barber;5;MOU_2720;;Mitopus morio;1;;;;
ANI-21-0809;barber;5;MOU_2720;;Opiliones;1;;;;
ANI-21-0809;barber;5;MOU_2720;;Pterostichus;1;ad;;female;0.053
ANI-21-0809;barber;5;MOU_2720;;Pterostichus;1;ad;;female;0.066
ANI-21-0809;barber;5;MOU_2720;;Pterostichus (Oreophilus) morio (Duftschmid, 1812);1;ad;;female;0.057
ANI-21-0809;barber;5;MOU_2720;;Pterostichus (Oreophilus) morio (Duftschmid, 1812);1;ad;;female;0.069
ANI-21-0809;barber;5;MOU_2720;;Pterostichus (Oreophilus) morio (Duftschmid, 1812);1;ad;;female;0.085
ANI-21-0809;barber;5;MOU_2720;;Pterostichus (Oreophilus) morio (Duftschmid, 1812);1;ad;;female;0.089
ANI-21-0809;barber;5;MOU_2720;;Pterostichus (Oreophilus) morio (Duftschmid, 1812);1;ad;;male;0.053
ANI-21-0809;barber;5;MOU_2720;;Staphylinidae;1;ad;;;
ANI-21-0809;barber;5;MOU_2720;;Trechinae;1;ad;;;
ANI-21-0820;barber;5;RIS_1900;;Bolyphantes alticeps (Sundevall, 1833);1;ad;;male;
ANI-21-0820;barber;5;RIS_1900;;Carabus (Mesocarabus) problematicus Herbst, 1786;3;ad;;female;
ANI-21-0820;barber;5;RIS_1900;;Chilopoda;1;;;;0.0136
ANI-21-0820;barber;5;RIS_1900;;Chilopoda;1;;;;0.0158
ANI-21-0820;barber;5;RIS_1900;;Chilopoda;1;;;;0.0195
ANI-21-0820;barber;5;RIS_1900;;Cicadellidae;1;;;;
ANI-21-0820;barber;5;RIS_1900;;Collembola;6;;;;
ANI-21-0820;barber;5;RIS_1900;;Dysderidae;1;juv;;unidentified;
ANI-21-0820;barber;5;RIS_1900;;Formicidae;500;ad;;female;
ANI-21-0820;barber;5;RIS_1900;;Harpactocrates drassoides (Simon, 1882);1;ad;;female;
ANI-21-0820;barber;5;RIS_1900;;Pterostichus (Oreophilus) morio (Duftschmid, 1812);1;ad;;female;0.032
ANI-21-0820;barber;5;RIS_1900;;Pterostichus (Oreophilus) morio (Duftschmid, 1812);1;ad;;female;0.035
ANI-21-0820;barber;5;RIS_1900;;Pterostichus (Oreophilus) morio (Duftschmid, 1812);1;ad;;female;0.036
ANI-21-0820;barber;5;RIS_1900;;Pterostichus (Oreophilus) morio (Duftschmid, 1812);1;ad;;female;0.063
ANI-21-0820;barber;5;RIS_1900;;Pterostichus (Oreophilus) morio (Duftschmid, 1812);1;ad;;male;0.023
ANI-21-0820;barber;5;RIS_1900;;Tenuiphantes mengei (Kulczynski, 1887);1;ad;;female;
ANI-21-0820;barber;5;RIS_1900;;Tenuiphantes mengei (Kulczynski, 1887);3;ad;;male;
ANI-21-0820;barber;5;RIS_1900;ANI-21-0820-arion;Arion FÇrussac 1819;1;;;hermaphrodite;
ANI-21-0820;barber;5;RIS_1900;ANI-21-0820-carabidae;Carabidae;1;ad;;female;
ANI-21-0820;barber;5;RIS_1900;ANI-21-0820-Cprobl;Carabus (Mesocarabus) problematicus Herbst, 1786;3;ad;;male;
ANI-21-0820;barber;5;RIS_1900;ANI-21-0820-hetero;Heteroptera;1;;;;
ANI-21-0820;barber;5;RIS_1900;ANI-21-0820-hymeno1;Hymenoptera;1;ad;;;
ANI-21-0820;barber;5;RIS_1900;ANI-21-0820-hymeno2;Hymenoptera;1;ad;;;
ANI-21-0820;barber;5;RIS_1900;ANI-21-0820-Pmorio;Pterostichus (Oreophilus) morio (Duftschmid, 1812);1;ad;;male;0.044
ANI-21-0820;barber;5;RIS_1900;ANI-21-0820-staph1;Staphylinidae;1;ad;;;
ANI-21-0820;barber;5;RIS_1900;ANI-21-0820-staph2;Staphylinidae;7;ad;;;
ANI-21-0831;barber;5;RIS_2195;;Cicadellidae;3;;;;
ANI-21-0831;barber;5;RIS_2195;;Dysderidae;1;juv;;unidentified;
ANI-21-0831;barber;5;RIS_2195;;Formicidae;96;ad;;female;
ANI-21-0831;barber;5;RIS_2195;;Larves campodÇiformes;3;larv;;;
ANI-21-0831;barber;5;RIS_2195;;Pardosa albatula;2;ad;;female;
ANI-21-0831;barber;5;RIS_2195;;Tenuiphantes mengei (Kulczynski, 1887);1;ad;;male;
ANI-21-0831;barber;5;RIS_2195;;Tipulidae;1;larv;;;
ANI-21-0831;barber;5;RIS_2195;ANI-21-0831-coleo;Polyphaga;1;ad;;;
ANI-21-0831;barber;5;RIS_2195;ANI-21-0831-hetero;Heteroptera;1;;;;
ANI-21-0831;barber;5;RIS_2195;ANI-21-0831-ortho;Orthoptera;1;;;;
ANI-21-0831;barber;5;RIS_2195;ANI-21-0831-staph;Staphylinidae;1;ad;;;
ANI-21-0842;barber;5;RIS_2340;;Alticinae;6;ad;;unidentified;
ANI-21-0842;barber;5;RIS_2340;;Carabus (Mesocarabus) problematicus Herbst, 1786;1;ad;;female;0.38
ANI-21-0842;barber;5;RIS_2340;;Carabus (Mesocarabus) problematicus Herbst, 1786;1;ad;;female;0.484
ANI-21-0842;barber;5;RIS_2340;;Carabus (Mesocarabus) problematicus Herbst, 1786;1;ad;;female;0.549
ANI-21-0842;barber;5;RIS_2340;;Carabus (Mesocarabus) problematicus Herbst, 1786;1;ad;;male;0.447
ANI-21-0842;barber;5;RIS_2340;;Carabus (Mesocarabus) problematicus Herbst, 1786;1;ad;;male;0.461
ANI-21-0842;barber;5;RIS_2340;;Carabus (Mesocarabus) problematicus Herbst, 1786;1;ad;;male;0.474
ANI-21-0842;barber;5;RIS_2340;;Chilopoda;1;;;;0.0092
ANI-21-0842;barber;5;RIS_2340;;Diptera;1;larv;;;
ANI-21-0842;barber;5;RIS_2340;;Formicidae;18;ad;;female;
ANI-21-0842;barber;5;RIS_2340;;Laemostenus (Laemostenus) janthinus (Duftschmid, 1812);1;ad;;male;0.091
ANI-21-0842;barber;5;RIS_2340;;Larves campodÇiformes;4;larv;;;
ANI-21-0842;barber;5;RIS_2340;;Lycosidae;1;juv;;unidentified;
ANI-21-0842;barber;5;RIS_2340;;Staphylinidae;1;ad;;;
ANI-21-0842;barber;5;RIS_2340;;Tipulidae;3;larv;;;
ANI-21-0842;barber;5;RIS_2340;ANI-21-0842-hetero1;Heteroptera;1;larv;;;
ANI-21-0842;barber;5;RIS_2340;ANI-21-0842-hetero2;Heteroptera;2;ad;;;
ANI-21-0842;barber;5;RIS_2340;ANI-21-0842-staph1;Staphylinidae;1;ad;;;
ANI-21-0842;barber;5;RIS_2340;ANI-21-0842-staph2;Staphylinidae;2;ad;;;
ANI-21-0853;barber;5;RIS_2570;;Cicadellidae;1;;;;
ANI-21-0853;barber;5;RIS_2570;;Cicindela (Cicindela) gallica Brulle, 1834;1;ad;;female;0.109
ANI-21-0853;barber;5;RIS_2570;;Cicindela (Cicindela) gallica Brulle, 1834;1;ad;;female;0.123
ANI-21-0853;barber;5;RIS_2570;;Formicidae;4;ad;;female;
ANI-21-0853;barber;5;RIS_2570;;Lycosidae;1;juv;;unidentified;
ANI-21-0853;barber;5;RIS_2570;ANI-21-0853-curcu;Curculionidae;3;ad;;;
ANI-21-0853;barber;5;RIS_2570;ANI-21-0853-hymeno;Hymenoptera;1;ad;;;
ANI-21-0853;barber;5;RIS_2570;ANI-21-0853-ortho1;Orthoptera;1;;;;
ANI-21-0853;barber;5;RIS_2570;ANI-21-0853-ortho2;Orthoptera;4;;;;
ANI-21-0853;barber;5;RIS_2570;ANI-21-0853-ortho3;Orthoptera;3;;;;
ANI-21-0853;barber;5;RIS_2570;ANI-21-0853-ortho4;Orthoptera;3;;;;
ANI-21-0853;barber;5;RIS_2570;ANI-21-0853-ortho5;Orthoptera;1;;;;
ANI-21-0853;barber;5;RIS_2570;ANI-21-0853-ortho6;Orthoptera;1;;;;
ANI-21-0853;barber;5;RIS_2570;ANI-21-0853-ortho7;Orthoptera;3;;;;
ANI-21-0853;barber;5;RIS_2570;ANI-21-0853-ortho8;Orthoptera;1;;;;
ANI-21-0853;barber;5;RIS_2570;ANI-21-0853-ortho9;Orthoptera;2;;;;
ANI-21-0864;barber;5;RIS_2770;;Alticinae;1;;;;
ANI-21-0864;barber;5;RIS_2770;;Cicadellidae;1;;;;
ANI-21-0864;barber;5;RIS_2770;;Lycosidae;1;juv;;unidentified;
ANI-21-0864;barber;5;RIS_2770;;Pterostichus (Oreophilus) morio (Duftschmid, 1812);1;ad;;male;0.072
ANI-21-0864;barber;5;RIS_2770;ANI-21-0861-ortho;Orthoptera;1;;;;
ANI-21-0886;barber;5;TAN_1420;;Amaurobius fenestralis (Stroem, 1768);1;ad;;male;
ANI-21-0886;barber;5;TAN_1420;;Caracladus leberti (Roewer, 1942);1;ad;;male;
ANI-21-0886;barber;5;TAN_1420;;Chilopoda;1;;;;0.0076
ANI-21-0886;barber;5;TAN_1420;;Coelotes atropos (Walckenaer, 1830);1;ad;;female;
ANI-21-0886;barber;5;TAN_1420;;Coelotes atropos (Walckenaer, 1830);2;ad;;male;
ANI-21-0886;barber;5;TAN_1420;;Collembola;3;;;;
ANI-21-0886;barber;5;TAN_1420;;Mughiphantes cornutus;1;ad;;male;
ANI-21-0886;barber;5;TAN_1420;;Pterostichus (Oreophilus) externepunctatus (Dejean, 1828);1;ad;;female;0.122
ANI-21-0886;barber;5;TAN_1420;;Pterostichus (Oreophilus) externepunctatus (Dejean, 1828);1;ad;;male;0.090
ANI-21-0886;barber;5;TAN_1420;;Tachypodoiulus niger (Leach 1814);1;;;female;0.0274
ANI-21-0886;barber;5;TAN_1420;ANI-21-0886-Cicadellidae;Cicadellidae;11;;;;
ANI-21-0886;barber;5;TAN_1420;ANI-21-0886-Coleo;Coleoptera;2;ad;;;
ANI-21-0886;barber;5;TAN_1420;ANI-21-0886-Staph1;Staphylinidae;1;ad;;;
ANI-21-0886;barber;5;TAN_1420;ANI-21-0886-Staph2;Staphylinidae;1;ad;;;
ANI-21-0897;barber;5;TAN_1700;;Chilopoda;1;;;;0.002
ANI-21-0897;barber;5;TAN_1700;;Chilopoda;1;;;;0.0025
ANI-21-0897;barber;5;TAN_1700;;Chilopoda;1;;;;0.0076
ANI-21-0897;barber;5;TAN_1700;;Chilopoda;1;;;;0.0097
ANI-21-0897;barber;5;TAN_1700;;Chilopoda;1;;;;0.0215
ANI-21-0897;barber;5;TAN_1700;;Cryphoeca silvicola (C.L. Koch, 1834);1;ad;;female;
ANI-21-0897;barber;5;TAN_1700;;Cylindroiulus broti (Humbert, 1893);1;;;female;0.1274
ANI-21-0897;barber;5;TAN_1700;;Cylindroiulus broti (Humbert, 1893);1;juv;;male;0.0507
ANI-21-0897;barber;5;TAN_1700;;Formicidae;500;ad;;female;
ANI-21-0897;barber;5;TAN_1700;;Formiphantes lephthyphantiformis;2;ad;;male;
ANI-21-0897;barber;5;TAN_1700;;Gastropoda;1;;;hermaphrodite;
ANI-21-0897;barber;5;TAN_1700;;Heteroptera;1;larv;;;
ANI-21-0897;barber;5;TAN_1700;;Lacinius ephippiatus;2;;;;
ANI-21-0897;barber;5;TAN_1700;ANI-21-0893-Staph;Staphylinidae;6;ad;;;
ANI-21-0897;barber;5;TAN_1700;ANI-21-0897-Staph1;Staphylinidae;2;ad;;;
ANI-21-0897;barber;5;TAN_1700;ANI-21-0897-Staph2;Staphylinidae;1;ad;;;
ANI-21-0908;barber;5;TAN_1890;;Chilopoda;1;;;;0.0072
ANI-21-0908;barber;5;TAN_1890;;Chilopoda;1;;;;0.0096
ANI-21-0908;barber;5;TAN_1890;;Cylindroiulus zinalensis (Faâs, 1902);1;;;female;0.0104
ANI-21-0908;barber;5;TAN_1890;;Formicidae;2;ad;;female;
ANI-21-0908;barber;5;TAN_1890;;Gonatium rubellum (Blackwall, 1841);1;ad;;male;
ANI-21-0908;barber;5;TAN_1890;;Hymenoptera;1;ad;;;
ANI-21-0908;barber;5;TAN_1890;;Larves campodÇiformes;2;larv;;;
ANI-21-0908;barber;5;TAN_1890;;Pterostichus (Oreophilus) externepunctatus (Dejean, 1828);1;ad;;female;0.030
ANI-21-0908;barber;5;TAN_1890;;Pterostichus (Oreophilus) externepunctatus (Dejean, 1828);1;ad;;female;0.046
ANI-21-0908;barber;5;TAN_1890;;Pterostichus (Oreophilus) externepunctatus (Dejean, 1828);1;ad;;female;0.054
ANI-21-0908;barber;5;TAN_1890;;Pterostichus (Oreophilus) externepunctatus (Dejean, 1828);1;ad;;female;0.062
ANI-21-0908;barber;5;TAN_1890;;Pterostichus (Oreophilus) externepunctatus (Dejean, 1828);1;ad;;female;0.070
ANI-21-0908;barber;5;TAN_1890;;Pterostichus (Oreophilus) externepunctatus (Dejean, 1828);1;ad;;female;0.075
ANI-21-0908;barber;5;TAN_1890;;Pterostichus (Oreophilus) externepunctatus (Dejean, 1828);1;ad;;female;0.085
ANI-21-0908;barber;5;TAN_1890;;Pterostichus (Oreophilus) externepunctatus (Dejean, 1828);1;ad;;female;0.093
ANI-21-0908;barber;5;TAN_1890;;Pterostichus (Oreophilus) externepunctatus (Dejean, 1828);1;ad;;female;0.098
ANI-21-0908;barber;5;TAN_1890;;Pterostichus (Oreophilus) externepunctatus (Dejean, 1828);1;ad;;male;
ANI-21-0908;barber;5;TAN_1890;;Pterostichus (Oreophilus) externepunctatus (Dejean, 1828);1;ad;;male;0.029
ANI-21-0908;barber;5;TAN_1890;;Pterostichus (Oreophilus) externepunctatus (Dejean, 1828);1;ad;;male;0.033
ANI-21-0908;barber;5;TAN_1890;;Pterostichus (Oreophilus) externepunctatus (Dejean, 1828);1;ad;;male;0.049
ANI-21-0908;barber;5;TAN_1890;;Pterostichus (Oreophilus) externepunctatus (Dejean, 1828);1;ad;;male;0.063
ANI-21-0908;barber;5;TAN_1890;;Pterostichus (Oreophilus) externepunctatus (Dejean, 1828);1;ad;;male;0.064
ANI-21-0908;barber;5;TAN_1890;;Pterostichus (Oreophilus) externepunctatus (Dejean, 1828);1;ad;;male;0.065
ANI-21-0908;barber;5;TAN_1890;;Pterostichus (Oreophilus) externepunctatus (Dejean, 1828);1;ad;;male;0.067
ANI-21-0908;barber;5;TAN_1890;;Pterostichus (Oreophilus) externepunctatus (Dejean, 1828);1;ad;;male;0.068
ANI-21-0908;barber;5;TAN_1890;;Pterostichus (Oreophilus) externepunctatus (Dejean, 1828);1;ad;;male;0.069
ANI-21-0908;barber;5;TAN_1890;;Pterostichus (Oreophilus) externepunctatus (Dejean, 1828);1;ad;;male;0.070
ANI-21-0908;barber;5;TAN_1890;;Pterostichus (Oreophilus) externepunctatus (Dejean, 1828);1;ad;;male;0.074
ANI-21-0908;barber;5;TAN_1890;;Staphylinidae;2;ad;;;
ANI-21-0919;barber;5;TAN_2100;;Centromerus pabulator (O. P.-Cambridge, 1875);1;ad;;male;
ANI-21-0919;barber;5;TAN_2100;;Tenuiphantes zimmermanni (Bertkau, 1890);1;ad;;female;
ANI-21-0919;barber;5;TAN_2100;;Tenuiphantes zimmermanni (Bertkau, 1890);1;ad;;male;
ANI-21-0919;barber;5;TAN_2100;ANI-21-0908-Hymeno;Hymenoptera;1;ad;;;
ANI-21-0919;barber;5;TAN_2100;ANI-21-0908-Staph2;Staphylinidae;1;ad;;;
ANI-21-0919;barber;5;TAN_2100;ANI-21-0909-Staph1;Staphylinidae;1;ad;;;
ANI-21-0919;barber;5;TAN_2100;ANI-21-0916-Staph;Staphylinidae;1;ad;;;
ANI-21-0952;barber;5;VCHA_1910;;Alopecosa barbipes (Sundevall, 1833);1;ad;;female;
ANI-21-0952;barber;5;VCHA_1910;;Astrobunus bernardinus;;;;unidentified;
ANI-21-0952;barber;5;VCHA_1910;;Formicidae;45;ad;;female;
ANI-21-0952;barber;5;VCHA_1910;ANI-21-0952-diplo;Diplopoda;1;;;;
ANI-21-0952;barber;5;VCHA_1910;ANI-21-0952-hetero;Heteroptera;1;;;;
ANI-21-0952;barber;5;VCHA_1910;ANI-21-0952-iso;Isopoda;1;;;;
ANI-21-0952;barber;5;VCHA_1910;ANI-21-0952-ortho;Orthoptera;1;;;;
ANI-21-0952;barber;5;VCHA_1910;ANI-21-0952-staph;Staphylinidae;1;ad;;;
ANI-21-0963;barber;5;VCHA_2150;;Calathus (Neocalathus) micropterus (Duftschmid, 1812);1;ad;;male;0.021
ANI-21-0963;barber;5;VCHA_2150;;Chilopoda;1;;;;0.0063
ANI-21-0963;barber;5;VCHA_2150;;Cicadellidae;1;;;;
ANI-21-0963;barber;5;VCHA_2150;;Collembola;4;;;;
ANI-21-0963;barber;5;VCHA_2150;;Formicidae;38;ad;;female;
ANI-21-0963;barber;5;VCHA_2150;;Notiophilus biguttatus (Fabricius, 1779);1;ad;;female;0.003
ANI-21-0963;barber;5;VCHA_2150;;Notiophilus biguttatus (Fabricius, 1779);1;ad;;female;0.005
ANI-21-0963;barber;5;VCHA_2150;;Notiophilus biguttatus (Fabricius, 1779);1;ad;;male;0.001
ANI-21-0963;barber;5;VCHA_2150;;Notiophilus biguttatus (Fabricius, 1779);1;ad;;male;0.002
ANI-21-0963;barber;5;VCHA_2150;;Notiophilus biguttatus (Fabricius, 1779);1;ad;;male;0.004
ANI-21-0963;barber;5;VCHA_2150;;Notiophilus biguttatus (Fabricius, 1779);1;ad;;male;0.005
ANI-21-0963;barber;5;VCHA_2150;;Pterostichus (Oreophilus) morio (Duftschmid, 1812);1;ad;;male;
ANI-21-0963;barber;5;VCHA_2150;ANI-21-0961-gastro1;Gastropoda;1;;;hermaphrodite;
ANI-21-0963;barber;5;VCHA_2150;ANI-21-0961-staph;Staphylinidae;5;ad;;;
ANI-21-0963;barber;5;VCHA_2150;ANI-21-0963-alti1;Alticinae;1;ad;;unidentified;
ANI-21-0963;barber;5;VCHA_2150;ANI-21-0963-alti2;Alticinae;2;ad;;unidentified;
ANI-21-0963;barber;5;VCHA_2150;ANI-21-0963-aphid;Staphylinidae;1;ad;;;
ANI-21-0963;barber;5;VCHA_2150;ANI-21-0963-curcu;Curculionidae;2;ad;;;
ANI-21-0963;barber;5;VCHA_2150;ANI-21-0963-Lcamp;Larves campodÇiformes;1;larv;;;
ANI-21-0963;barber;5;VCHA_2150;ANI-21-0963-Llepido;Larve Çruciforme;1;larv;;;
ANI-21-0963;barber;5;VCHA_2150;ANI-21-0963-staph1;Staphylinidae;1;ad;;;
ANI-21-0963;barber;5;VCHA_2150;ANI-21-0963-stenus;Staphylinidae;1;ad;;;
ANI-21-0974;barber;5;VCHA_2330;;Chilopoda;1;;;;0.0073
ANI-21-0974;barber;5;VCHA_2330;;Formicidae;15;ad;;female;
ANI-21-0974;barber;5;VCHA_2330;ANI-21-0970-derma;Dermaptera;2;;;;
ANI-21-0974;barber;5;VCHA_2330;ANI-21-0971-ortho1;Orthoptera;1;;;;
ANI-21-0974;barber;5;VCHA_2330;ANI-21-0974-ortho1;Orthoptera;1;;;;
ANI-21-0974;barber;5;VCHA_2330;ANI-21-0974-ortho2;Orthoptera;2;;;;
ANI-21-0974;barber;5;VCHA_2330;ANI-21-0974-ortho3;Orthoptera;2;;;;
ANI-21-0985;barber;5;VCHA_2510;;Cicadellidae;1;;;;
ANI-21-0985;barber;5;VCHA_2510;;Diplocephalus helleri (L. Koch, 1869);1;ad;;male;
ANI-21-0985;barber;5;VCHA_2510;ANI-21-0985-staph1;Staphylinidae;1;ad;;;
ANI-21-0985;barber;5;VCHA_2510;ANI-21-0985-staph2;Staphylinidae;1;ad;;;
ANI-21-0996;barber;5;VCHA_2760;;Bolyphantes alticeps (Sundevall, 1833);2;ad;;male;
ANI-21-0996;barber;5;VCHA_2760;;Centromerus sellarius (Simon, 1884);1;ad;;male;
ANI-21-0996;barber;5;VCHA_2760;;Lacinius dentiger;2;;;;
ANI-21-0996;barber;5;VCHA_2760;;Pardosa lugubris (Walckenaer, 1802);2;ad;;female;
ANI-21-0996;barber;5;VCHA_2760;;Tenuiphantes mengei (Kulczynski, 1887);1;ad;;male;
ANI-21-0996;barber;5;VCHA_2760;;Trochosa robusta (Simon, 1876);1;ad;;female;
ANI-21-0996;barber;5;VCHA_2760;;vide;0;;;;
ANI-21-1007;barber;5;VCHA_2940;;vide;0;;;;
ANI-22-0005;barber;5;ARM_1520;;Araneae;4;;;unidentified;
ANI-22-0005;barber;5;ARM_1520;;Carabus (Mesocarabus) problematicus Herbst, 1786;2;;;unidentified;
ANI-22-0005;barber;5;ARM_1520;;Cicadellidae;1;;;;
ANI-22-0005;barber;5;ARM_1520;;Collembola;1;;;;
ANI-22-0005;barber;5;ARM_1520;;Formica;4;;;;
ANI-22-0005;barber;5;ARM_1520;ANI-22-0005-archeo1;Thysanoptera;2;;;;
ANI-22-0005;barber;5;ARM_1520;ANI-22-0005-carab1;Cicindelini;1;;;;
ANI-22-0005;barber;5;ARM_1520;ANI-22-0005-carab2;Pterostichinae;2;;;;
ANI-22-0005;barber;5;ARM_1520;ANI-22-0005-ortho1;Orthoptera;1;;;;
ANI-22-0005;barber;5;ARM_1520;ANI-22-0005-ortho2;Orthoptera;1;;;;
ANI-22-0005;barber;5;ARM_1520;ANI-22-0005-ortho3;Orthoptera;1;;;;
ANI-22-0005;barber;5;ARM_1520;ANI-22-0005-ortho4;Orthoptera;1;;;;
ANI-22-0016;barber;5;ARM_1750;;Araneae;7;;;unidentified;
ANI-22-0016;barber;5;ARM_1750;;Cicadellidae;4;;;;
ANI-22-0016;barber;5;ARM_1750;;Coleoptera;1;larv;;;
ANI-22-0016;barber;5;ARM_1750;;Formica;9;;;;
ANI-22-0016;barber;5;ARM_1750;;Formica rufa;1;;;;
ANI-22-0016;barber;5;ARM_1750;;Myrmica;7;;;;
ANI-22-0016;barber;5;ARM_1750;;Opiliones;3;;;;
ANI-22-0016;barber;5;ARM_1750;ANI-22-0016-carab1;Carabidae;1;;;unidentified;
ANI-22-0016;barber;5;ARM_1750;ANI-22-0016-gastro1;Gastropoda;1;;;;
ANI-22-0016;barber;5;ARM_1750;ANI-22-0016-lumbri1;Lumbricidae;1;;;;
ANI-22-0016;barber;5;ARM_1750;ANI-22-0016-ortho;Orthoptera;1;;;;
ANI-22-0016;barber;5;ARM_1750;ANI-22-0016-staph;Staphylinidae;1;ad;;;
ANI-22-0016;barber;5;ARM_1750;ANI-22-0016-staphy2;Staphylinidae;1;;;;
ANI-22-0049;barber;5;MSB_1370;;Araneae;1;;;unidentified;
ANI-22-0049;barber;5;MSB_1370;;Insecta;1;?uf;;;
ANI-22-0049;barber;5;MSB_1370;ANI-22-0049-formici1;Formicidae;7;adulte;;;
ANI-22-0049;barber;5;MSB_1370;ANI-22-0049-geo1;Geotrupidae;12;adulte;;;
ANI-22-0049;barber;5;MSB_1370;ANI-22-0049-hymeno1;Hymenoptera;1;;;;
ANI-22-0049;barber;5;MSB_1370;ANI-22-0049-larve1;Coleoptera;1;larv;;;
ANI-22-0049;barber;5;MSB_1370;ANI-22-0049-larve2;Coleoptera;1;larv;;;
ANI-22-0049;barber;5;MSB_1370;ANI-22-0049-staphili1;Staphylinidae;1;adulte;;;
ANI-22-0060;barber;5;MSB_1420;;Araneae;2;;;unidentified;
ANI-22-0060;barber;5;MSB_1420;;Diplopoda;1;;;;
ANI-22-0060;barber;5;MSB_1420;ANI-22-0060-formici1;Formicidae;22;;;;
ANI-22-0060;barber;5;MSB_1420;ANI-22-0060-formici2;Formicidae;1;;;;
ANI-22-0060;barber;5;MSB_1420;ANI-22-0060-geo1;Polyphaga;1;;;;
ANI-22-0060;barber;5;MSB_1420;ANI-22-0060-hemiptera1;Hemiptera;1;;;;
ANI-22-0060;barber;5;MSB_1420;ANI-22-0060-hymeno1;Hymenoptera;1;;;;
ANI-22-0060;barber;5;MSB_1420;ANI-22-0060-staphi1;Staphylinidae;1;;;;
ANI-22-0071;barber;5;MSB_1890;;Araneae;14;;;unidentified;
ANI-22-0071;barber;5;MSB_1890;ANI-22-0071-cycad1;Hemiptera;2;;;;
ANI-22-0071;barber;5;MSB_1890;ANI-22-0071-formici1;Formicidae;10;;;;
ANI-22-0071;barber;5;MSB_1890;ANI-22-0071-formici2;Formicidae;3;;;;
ANI-22-0071;barber;5;MSB_1890;ANI-22-0071-formici3;Formicidae;4;;;;
ANI-22-0071;barber;5;MSB_1890;ANI-22-0071-formici4;Formicidae;2;;;;
ANI-22-0071;barber;5;MSB_1890;ANI-22-0071-hetero1;Heteroptera;1;;;;
ANI-22-0071;barber;5;MSB_1890;ANI-22-0071-hetero2;Heteroptera;1;;;;
ANI-22-0071;barber;5;MSB_1890;ANI-22-0071-hetero3;Heteroptera;1;;;;
ANI-22-0071;barber;5;MSB_1890;ANI-22-0071-hetero4;Heteroptera;1;;;;
ANI-22-0071;barber;5;MSB_1890;ANI-22-0071-hetero5;Heteroptera;1;;;;
ANI-22-0071;barber;5;MSB_1890;ANI-22-0071-hetero6;Heteroptera;1;;;;
ANI-22-0071;barber;5;MSB_1890;ANI-22-0071-hetero7;Heteroptera;1;;;;
ANI-22-0071;barber;5;MSB_1890;ANI-22-0071-hymeno1;Hymenoptera;1;;;;
ANI-22-0071;barber;5;MSB_1890;ANI-22-0071-larvae1;Lepidoptera;1;larv;;;
ANI-22-0071;barber;5;MSB_1890;ANI-22-0071-staphi1;Staphylinidae;8;;;;
ANI-22-0071;barber;5;MSB_1890;ANI-22-0071-staphi2;Staphylinidae;1;;;;
ANI-22-0082;barber;5;MSB_2020;;Araneae;3;;;unidentified;
ANI-22-0082;barber;5;MSB_2020;;Cicadellidae;1;;;;
ANI-22-0082;barber;5;MSB_2020;ANI-22-0082-lepido1;Lepidoptera;1;ad;;;
ANI-22-0093;barber;5;MSB_2260;;vide;1;;;;
ANI-22-0104;barber;5;PEC_1152;;Diptera;1;;;;
ANI-22-0104;barber;5;PEC_1152;ANI-22-0104-abax1;Abax (Abax) parallelus (Duftschmid, 1812);2;;;;
ANI-22-0104;barber;5;PEC_1152;ANI-22-0104-curcu1;Curculionidae;1;;;;
ANI-22-0115;barber;5;PEC_1375;;Araneae;5;;;unidentified;
ANI-22-0115;barber;5;PEC_1375;;Cicadellidae;1;larv;;;
ANI-22-0115;barber;5;PEC_1375;;Lumbricidae;1;;;;
ANI-22-0115;barber;5;PEC_1375;ANI-22-0115-carab1;Carabidae;1;;;;
ANI-22-0115;barber;5;PEC_1375;ANI-22-0115-coleoL1;Carabidae;1;larv;;unidentified;
ANI-22-0115;barber;5;PEC_1375;ANI-22-0115-coleoL2;Carabidae;1;larve;;;
ANI-22-0115;barber;5;PEC_1375;ANI-22-0115-lepidoL1;Lepidoptera;3;larv;;;
ANI-22-0115;barber;5;PEC_1375;ANI-22-0115-litho1;Lithobius Leach, 1814;1;;;;
ANI-22-0115;barber;5;PEC_1375;ANI-22-0115-ptero1;Pterostichus (Cheporus) burmeisteri Heer, 1838;3;ad;;unidentified;
ANI-22-0115;barber;5;PEC_1375;ANI-22-0115-ptero2;Pterostichus;1;;;;
ANI-22-0115;barber;5;PEC_1375;ANI-22-0115-ptero3;Pterostichus;1;;;;
ANI-22-0148;barber;5;VAL_1860;;Araneae;2;;;unidentified;
ANI-22-0148;barber;5;VAL_1860;;Carabidae;6;;;unidentified;
ANI-22-0148;barber;5;VAL_1860;;Coleoptera;1;;;;
ANI-22-0148;barber;5;VAL_1860;;Coleoptera;10;larv;;;
ANI-22-0148;barber;5;VAL_1860;;Formicidae;1;;;;
ANI-22-0148;barber;5;VAL_1860;;Hemiptera;1;;;;
ANI-22-0148;barber;5;VAL_1860;;Hemiptera;2;;;;
ANI-22-0148;barber;5;VAL_1860;;Staphylinidae;1;;;;
