"idsite","site","idplot","codeplot","sample_label","type","code_anasol","value","unite","date"
20,"Mounier",123,"MOU_2720","","SOL","MO_2mm",9.368635438,"","2019-09-04"
20,"Mounier",123,"MOU_2720","","SOL","MO_2mm",9.611451943,"","2019-09-04"
20,"Mounier",123,"MOU_2720","","SOL","MO_2mm",17.73195876,"","2019-09-04"
20,"Mounier",123,"MOU_2720","","LIT","MO_2mm",13.14168378,"","2019-09-04"
20,"Mounier",123,"MOU_2720","","LIT","MO_2mm",34.18259023,"","2019-09-04"
20,"Mounier",123,"MOU_2720","","SOL","MO_5.6mm",7.398568019,"","2019-09-04"
20,"Mounier",123,"MOU_2720","","SOL","MO_5.6mm",9.026128266,"","2019-09-04"
20,"Mounier",123,"MOU_2720","","SOL","MO_5.6mm",16.45885287,"","2019-09-04"
20,"Mounier",123,"MOU_2720","","LIT","MO_5.6mm",13.11881188,"","2019-09-04"
20,"Mounier",123,"MOU_2720","","LIT","MO_5.6mm",14.004914,"","2019-09-04"
20,"Mounier",123,"MOU_2720","","LIT","MO_5.6mm",34.870317,"","2019-09-04"
20,"Mounier",123,"MOU_2720","","SOL","Nitrogen_prct _ 2mm",0.344073445,"ratio","2019-09-04"
20,"Mounier",123,"MOU_2720","","LIT","Nitrogen_prct _ 2mm",1.256415725,"ratio","2019-09-04"
20,"Mounier",123,"MOU_2720","","LIT","Nitrogen_prct _ 2mm",0.637164533,"ratio","2019-09-04"
20,"Mounier",123,"MOU_2720","","LIT","Nitrogen_prct _ 2mm",0.504902303,"ratio","2019-09-04"
20,"Mounier",123,"MOU_2720","","SOL","Nitrogen_prct _ 2mm",0.584524751,"ratio","2019-09-04"
20,"Mounier",123,"MOU_2720","","SOL","Nitrogen_prct _ 2mm",0.283291429,"ratio","2019-09-04"
20,"Mounier",123,"MOU_2720","","LIT","pH - H2O 1:5 _ 2mm",7.23,"","2019-09-04"
20,"Mounier",123,"MOU_2720","","LIT","pH - H2O 1:5 _ 2mm",7.43,"","2019-09-04"
20,"Mounier",123,"MOU_2720","","SOL","pH - H2O 1:5 _ 2mm",7.18,"","2019-09-04"
20,"Mounier",123,"MOU_2720","","SOL","pH - H2O 1:5 _ 2mm",7.5,"","2019-09-04"
20,"Mounier",123,"MOU_2720","","SOL","pH - H2O 1:5 _ 2mm",7.52,"","2019-09-04"
20,"Mounier",123,"MOU_2720","","LIT","pH - H2O 1:5 _ 2mm",6.73,"","2019-09-04"
7,"Pécloz",72,"PEC_0962","M17_091","LIT","Carbon_prct _ 2mm",16.7924995422363,"ratio","2017-08-29"
7,"Pécloz",72,"PEC_0962","M17_091","LIT","EEA Leucine aminopeptidase (LAP) ",207.16,"","2017-08-29"
7,"Pécloz",72,"PEC_0962","M17_091","LIT","EEA N-acetyl-β-Glucosaminidase (NAG)",1161.94,"","2017-08-29"
7,"Pécloz",72,"PEC_0962","M17_091","LIT","EEA Phosphatase (PHOS)",4812.62,"","2017-08-29"
7,"Pécloz",72,"PEC_0962","M17_091","LIT","EEA α-Glucosidase (AG)",47.98,"","2017-08-29"
7,"Pécloz",72,"PEC_0962","M17_091","LIT","EEA β-D-cellubiosidase (CB) ",99.19,"","2017-08-29"
7,"Pécloz",72,"PEC_0962","M17_091","LIT","EEA β-Glucosidase (BG)",1214.57,"","2017-08-29"
7,"Pécloz",72,"PEC_0962","M17_091","LIT","EEA β-Xylosidase (XYL) ",193.42,"","2017-08-29"
7,"Pécloz",72,"PEC_0962","M17_091","LIT","MO_2mm",31.2368972746331,"","2017-08-29"
7,"Pécloz",72,"PEC_0962","M17_091","LIT","MO_5.6mm",38.095238095238,"","2017-08-29"
7,"Pécloz",72,"PEC_0962","M17_091","LIT","Nitrogen_prct _ 2mm",0.837918639183044,"ratio","2017-08-29"
7,"Pécloz",72,"PEC_0962","M17_091","LIT","pH - H2O 1:4 _ 2mm",6.5,"","2017-08-29"
7,"Pécloz",72,"PEC_0962","M17_092","LIT","Carbon_prct _ 2mm",15.6951456069946,"ratio","2017-08-29"
7,"Pécloz",72,"PEC_0962","M17_092","LIT","EEA Leucine aminopeptidase (LAP) ",177.53,"","2017-08-29"
7,"Pécloz",72,"PEC_0962","M17_092","LIT","EEA N-acetyl-β-Glucosaminidase (NAG)",965.26,"","2017-08-29"
7,"Pécloz",72,"PEC_0962","M17_092","LIT","EEA Phosphatase (PHOS)",3912.2,"","2017-08-29"
7,"Pécloz",72,"PEC_0962","M17_092","LIT","EEA α-Glucosidase (AG)",86.11,"","2017-08-29"
7,"Pécloz",72,"PEC_0962","M17_092","LIT","EEA β-D-cellubiosidase (CB) ",119.85,"","2017-08-29"
7,"Pécloz",72,"PEC_0962","M17_092","LIT","EEA β-Glucosidase (BG)",1158.85,"","2017-08-29"
7,"Pécloz",72,"PEC_0962","M17_092","LIT","EEA β-Xylosidase (XYL) ",156.59,"","2017-08-29"
7,"Pécloz",72,"PEC_0962","M17_092","LIT","MO_2mm",30.7368421052632,"","2017-08-29"
7,"Pécloz",72,"PEC_0962","M17_092","LIT","MO_5.6mm",39.3188854489164,"","2017-08-29"
7,"Pécloz",72,"PEC_0962","M17_092","LIT","Nitrogen_prct _ 2mm",0.779701709747314,"ratio","2017-08-29"
7,"Pécloz",72,"PEC_0962","M17_092","LIT","pH - H2O 1:4 _ 2mm",6.63,"","2017-08-29"
7,"Pécloz",72,"PEC_0962","M17_093","LIT","Carbon_prct _ 2mm",17.9947032928466,"ratio","2017-08-29"
7,"Pécloz",72,"PEC_0962","M17_093","LIT","EEA Leucine aminopeptidase (LAP) ",156.43,"","2017-08-29"
7,"Pécloz",72,"PEC_0962","M17_093","LIT","EEA N-acetyl-β-Glucosaminidase (NAG)",1013.47,"","2017-08-29"
7,"Pécloz",72,"PEC_0962","M17_093","LIT","EEA Phosphatase (PHOS)",4135.23,"","2017-08-29"
7,"Pécloz",72,"PEC_0962","M17_093","LIT","EEA α-Glucosidase (AG)",55.38,"","2017-08-29"
7,"Pécloz",72,"PEC_0962","M17_093","LIT","EEA β-D-cellubiosidase (CB) ",88.65,"","2017-08-29"
7,"Pécloz",72,"PEC_0962","M17_093","LIT","EEA β-Glucosidase (BG)",1066.9,"","2017-08-29"
7,"Pécloz",72,"PEC_0962","M17_093","LIT","EEA β-Xylosidase (XYL) ",145.78,"","2017-08-29"
7,"Pécloz",72,"PEC_0962","M17_093","LIT","MO_5.6mm",36.7521367521368,"","2017-08-29"
7,"Pécloz",72,"PEC_0962","M17_093","LIT","Nitrogen_prct _ 2mm",0.8254234790802,"ratio","2017-08-29"
7,"Pécloz",72,"PEC_0962","M17_093","LIT","pH - H2O 1:4 _ 2mm",6.36,"","2017-08-29"
7,"Pécloz",72,"PEC_0962","M17_094","SOL","Carbon_prct _ 2mm",8.41418838500976,"ratio","2017-08-29"
7,"Pécloz",72,"PEC_0962","M17_094","SOL","EEA Leucine aminopeptidase (LAP) ",112.01,"","2017-08-29"
7,"Pécloz",72,"PEC_0962","M17_094","SOL","EEA N-acetyl-β-Glucosaminidase (NAG)",568.88,"","2017-08-29"
7,"Pécloz",72,"PEC_0962","M17_094","SOL","EEA Phosphatase (PHOS)",2613.51,"","2017-08-29"
7,"Pécloz",72,"PEC_0962","M17_094","SOL","EEA α-Glucosidase (AG)",30.3,"","2017-08-29"
7,"Pécloz",72,"PEC_0962","M17_094","SOL","EEA β-D-cellubiosidase (CB) ",76.2,"","2017-08-29"
7,"Pécloz",72,"PEC_0962","M17_094","SOL","EEA β-Glucosidase (BG)",698.16,"","2017-08-29"
7,"Pécloz",72,"PEC_0962","M17_094","SOL","EEA β-Xylosidase (XYL) ",95.61,"","2017-08-29"
7,"Pécloz",72,"PEC_0962","M17_094","SOL","MO_2mm",17.5619834710744,"","2017-08-29"
7,"Pécloz",72,"PEC_0962","M17_094","SOL","MO_5.6mm",19.558359621451,"","2017-08-29"
7,"Pécloz",72,"PEC_0962","M17_094","SOL","Nitrogen_prct _ 2mm",0.531708180904388,"ratio","2017-08-29"
7,"Pécloz",72,"PEC_0962","M17_094","SOL","pH - H2O 1:4 _ 2mm",6.92,"","2017-08-29"
7,"Pécloz",72,"PEC_0962","M17_095","SOL","Carbon_prct _ 2mm",7.78381776809692,"ratio","2017-08-29"
7,"Pécloz",72,"PEC_0962","M17_095","SOL","EEA Leucine aminopeptidase (LAP) ",111.64,"","2017-08-29"
7,"Pécloz",72,"PEC_0962","M17_095","SOL","EEA N-acetyl-β-Glucosaminidase (NAG)",442.45,"","2017-08-29"
7,"Pécloz",72,"PEC_0962","M17_095","SOL","EEA Phosphatase (PHOS)",2502.2,"","2017-08-29"
7,"Pécloz",72,"PEC_0962","M17_095","SOL","EEA α-Glucosidase (AG)",49.27,"","2017-08-29"
7,"Pécloz",72,"PEC_0962","M17_095","SOL","EEA β-D-cellubiosidase (CB) ",73.15,"","2017-08-29"
7,"Pécloz",72,"PEC_0962","M17_095","SOL","EEA β-Glucosidase (BG)",531.95,"","2017-08-29"
7,"Pécloz",72,"PEC_0962","M17_095","SOL","EEA β-Xylosidase (XYL) ",83.87,"","2017-08-29"
7,"Pécloz",72,"PEC_0962","M17_095","SOL","MO_2mm",16.1825726141079,"","2017-08-29"
7,"Pécloz",72,"PEC_0962","M17_095","SOL","MO_5.6mm",16,"","2017-08-29"
7,"Pécloz",72,"PEC_0962","M17_095","SOL","Nitrogen_prct _ 2mm",0.472420781850815,"ratio","2017-08-29"
7,"Pécloz",72,"PEC_0962","M17_095","SOL","pH - H2O 1:4 _ 2mm",7.39,"","2017-08-29"
7,"Pécloz",72,"PEC_0962","M17_096","SOL","Carbon_prct _ 2mm",13.250729560852,"ratio","2017-08-29"
7,"Pécloz",72,"PEC_0962","M17_096","SOL","EEA Leucine aminopeptidase (LAP) ",111.18,"","2017-08-29"
7,"Pécloz",72,"PEC_0962","M17_096","SOL","EEA N-acetyl-β-Glucosaminidase (NAG)",738.3,"","2017-08-29"
7,"Pécloz",72,"PEC_0962","M17_096","SOL","EEA Phosphatase (PHOS)",2689.62,"","2017-08-29"
7,"Pécloz",72,"PEC_0962","M17_096","SOL","EEA α-Glucosidase (AG)",39.5,"","2017-08-29"
7,"Pécloz",72,"PEC_0962","M17_096","SOL","EEA β-D-cellubiosidase (CB) ",73.46,"","2017-08-29"
7,"Pécloz",72,"PEC_0962","M17_096","SOL","EEA β-Glucosidase (BG)",830.92,"","2017-08-29"
7,"Pécloz",72,"PEC_0962","M17_096","SOL","EEA β-Xylosidase (XYL) ",95.99,"","2017-08-29"
7,"Pécloz",72,"PEC_0962","M17_096","SOL","MO_2mm",26.9311064718163,"","2017-08-29"
7,"Pécloz",72,"PEC_0962","M17_096","SOL","MO_5.6mm",24.0437158469945,"","2017-08-29"
7,"Pécloz",72,"PEC_0962","M17_096","SOL","Nitrogen_prct _ 2mm",0.623631954193115,"ratio","2017-08-29"
7,"Pécloz",72,"PEC_0962","M17_096","SOL","pH - H2O 1:4 _ 2mm",6.67,"","2017-08-29"
7,"Pécloz",73,"PEC_1152","M17_097","LIT","Carbon_prct _ 2mm",19.5204639434814,"ratio","2017-08-29"
7,"Pécloz",73,"PEC_1152","M17_097","LIT","EEA Leucine aminopeptidase (LAP) ",161.04,"","2017-08-29"
7,"Pécloz",73,"PEC_1152","M17_097","LIT","EEA N-acetyl-β-Glucosaminidase (NAG)",647.21,"","2017-08-29"
7,"Pécloz",73,"PEC_1152","M17_097","LIT","EEA Phosphatase (PHOS)",3545.09,"","2017-08-29"
7,"Pécloz",73,"PEC_1152","M17_097","LIT","EEA α-Glucosidase (AG)",54.21,"","2017-08-29"
7,"Pécloz",73,"PEC_1152","M17_097","LIT","EEA β-D-cellubiosidase (CB) ",95.48,"","2017-08-29"
7,"Pécloz",73,"PEC_1152","M17_097","LIT","EEA β-Glucosidase (BG)",942.2,"","2017-08-29"
7,"Pécloz",73,"PEC_1152","M17_097","LIT","EEA β-Xylosidase (XYL) ",100.86,"","2017-08-29"
7,"Pécloz",73,"PEC_1152","M17_097","LIT","MO_2mm",38.5106382978723,"","2017-08-29"
7,"Pécloz",73,"PEC_1152","M17_097","LIT","MO_5.6mm",39.8081534772182,"","2017-08-29"
7,"Pécloz",73,"PEC_1152","M17_097","LIT","Nitrogen_prct _ 2mm",0.946657061576843,"ratio","2017-08-29"
7,"Pécloz",73,"PEC_1152","M17_097","LIT","pH - H2O 1:4 _ 2mm",6.38,"","2017-08-29"
7,"Pécloz",73,"PEC_1152","M17_098","LIT","Carbon_prct _ 2mm",24.3113994598388,"ratio","2017-08-29"
7,"Pécloz",73,"PEC_1152","M17_098","LIT","EEA Leucine aminopeptidase (LAP) ",132.41,"","2017-08-29"
7,"Pécloz",73,"PEC_1152","M17_098","LIT","EEA N-acetyl-β-Glucosaminidase (NAG)",471.8,"","2017-08-29"
7,"Pécloz",73,"PEC_1152","M17_098","LIT","EEA Phosphatase (PHOS)",2755.4,"","2017-08-29"
7,"Pécloz",73,"PEC_1152","M17_098","LIT","EEA α-Glucosidase (AG)",58.69,"","2017-08-29"
7,"Pécloz",73,"PEC_1152","M17_098","LIT","EEA β-D-cellubiosidase (CB) ",126.13,"","2017-08-29"
7,"Pécloz",73,"PEC_1152","M17_098","LIT","EEA β-Glucosidase (BG)",852.81,"","2017-08-29"
7,"Pécloz",73,"PEC_1152","M17_098","LIT","EEA β-Xylosidase (XYL) ",105.28,"","2017-08-29"
7,"Pécloz",73,"PEC_1152","M17_098","LIT","MO_2mm",43.7768240343347,"","2017-08-29"
7,"Pécloz",73,"PEC_1152","M17_098","LIT","MO_5.6mm",34.8039215686275,"","2017-08-29"
7,"Pécloz",73,"PEC_1152","M17_098","LIT","Nitrogen_prct _ 2mm",0.967780232429504,"ratio","2017-08-29"
7,"Pécloz",73,"PEC_1152","M17_098","LIT","pH - H2O 1:4 _ 2mm",6.43,"","2017-08-29"
7,"Pécloz",73,"PEC_1152","M17_099","LIT","Carbon_prct _ 2mm",23.826431274414,"ratio","2017-08-29"
7,"Pécloz",73,"PEC_1152","M17_099","LIT","EEA Leucine aminopeptidase (LAP) ",128.21,"","2017-08-29"
7,"Pécloz",73,"PEC_1152","M17_099","LIT","EEA N-acetyl-β-Glucosaminidase (NAG)",423.35,"","2017-08-29"
7,"Pécloz",73,"PEC_1152","M17_099","LIT","EEA Phosphatase (PHOS)",3845.04,"","2017-08-29"
7,"Pécloz",73,"PEC_1152","M17_099","LIT","EEA α-Glucosidase (AG)",32.45,"","2017-08-29"
7,"Pécloz",73,"PEC_1152","M17_099","LIT","EEA β-D-cellubiosidase (CB) ",74.13,"","2017-08-29"
7,"Pécloz",73,"PEC_1152","M17_099","LIT","EEA β-Glucosidase (BG)",674.6,"","2017-08-29"
7,"Pécloz",73,"PEC_1152","M17_099","LIT","EEA β-Xylosidase (XYL) ",113.06,"","2017-08-29"
7,"Pécloz",73,"PEC_1152","M17_099","LIT","MO_2mm",45.5128205128205,"","2017-08-29"
7,"Pécloz",73,"PEC_1152","M17_099","LIT","MO_5.6mm",44.811320754717,"","2017-08-29"
7,"Pécloz",73,"PEC_1152","M17_099","LIT","Nitrogen_prct _ 2mm",0.91316932439804,"ratio","2017-08-29"
7,"Pécloz",73,"PEC_1152","M17_099","LIT","pH - H2O 1:4 _ 2mm",5.86,"","2017-08-29"
7,"Pécloz",73,"PEC_1152","M17_100","SOL","Carbon_prct _ 2mm",11.2575721740722,"ratio","2017-08-29"
7,"Pécloz",73,"PEC_1152","M17_100","SOL","EEA Leucine aminopeptidase (LAP) ",112.04,"","2017-08-29"
7,"Pécloz",73,"PEC_1152","M17_100","SOL","EEA N-acetyl-β-Glucosaminidase (NAG)",477.47,"","2017-08-29"
7,"Pécloz",73,"PEC_1152","M17_100","SOL","EEA Phosphatase (PHOS)",3585.15,"","2017-08-29"
7,"Pécloz",73,"PEC_1152","M17_100","SOL","EEA α-Glucosidase (AG)",38.41,"","2017-08-29"
7,"Pécloz",73,"PEC_1152","M17_100","SOL","EEA β-D-cellubiosidase (CB) ",64.82,"","2017-08-29"
7,"Pécloz",73,"PEC_1152","M17_100","SOL","EEA β-Glucosidase (BG)",480.73,"","2017-08-29"
7,"Pécloz",73,"PEC_1152","M17_100","SOL","EEA β-Xylosidase (XYL) ",65.52,"","2017-08-29"
7,"Pécloz",73,"PEC_1152","M17_100","SOL","MO_2mm",23.5416666666667,"","2017-08-29"
7,"Pécloz",73,"PEC_1152","M17_100","SOL","MO_5.6mm",21.6748768472907,"","2017-08-29"
7,"Pécloz",73,"PEC_1152","M17_100","SOL","Nitrogen_prct _ 2mm",0.651565909385681,"ratio","2017-08-29"
7,"Pécloz",73,"PEC_1152","M17_100","SOL","pH - H2O 1:4 _ 2mm",6.71,"","2017-08-29"
7,"Pécloz",73,"PEC_1152","M17_101","SOL","Carbon_prct _ 2mm",9.15670871734619,"ratio","2017-08-29"
7,"Pécloz",73,"PEC_1152","M17_101","SOL","EEA Leucine aminopeptidase (LAP) ",87.67,"","2017-08-29"
7,"Pécloz",73,"PEC_1152","M17_101","SOL","EEA N-acetyl-β-Glucosaminidase (NAG)",361.49,"","2017-08-29"
7,"Pécloz",73,"PEC_1152","M17_101","SOL","EEA Phosphatase (PHOS)",2072.25,"","2017-08-29"
7,"Pécloz",73,"PEC_1152","M17_101","SOL","EEA α-Glucosidase (AG)",18.57,"","2017-08-29"
7,"Pécloz",73,"PEC_1152","M17_101","SOL","EEA β-D-cellubiosidase (CB) ",43.69,"","2017-08-29"
7,"Pécloz",73,"PEC_1152","M17_101","SOL","EEA β-Glucosidase (BG)",429.28,"","2017-08-29"
7,"Pécloz",73,"PEC_1152","M17_101","SOL","EEA β-Xylosidase (XYL) ",54.59,"","2017-08-29"
7,"Pécloz",73,"PEC_1152","M17_101","SOL","MO_2mm",18.2952182952183,"","2017-08-29"
7,"Pécloz",73,"PEC_1152","M17_101","SOL","MO_5.6mm",18.9448441247002,"","2017-08-29"
7,"Pécloz",73,"PEC_1152","M17_101","SOL","Nitrogen_prct _ 2mm",0.471578061580658,"ratio","2017-08-29"
7,"Pécloz",73,"PEC_1152","M17_101","SOL","pH - H2O 1:4 _ 2mm",6.95,"","2017-08-29"
7,"Pécloz",73,"PEC_1152","M17_102","SOL","Carbon_prct _ 2mm",9.43789005279541,"ratio","2017-08-29"
7,"Pécloz",73,"PEC_1152","M17_102","SOL","EEA Leucine aminopeptidase (LAP) ",101.46,"","2017-08-29"
7,"Pécloz",73,"PEC_1152","M17_102","SOL","EEA N-acetyl-β-Glucosaminidase (NAG)",470.16,"","2017-08-29"
7,"Pécloz",73,"PEC_1152","M17_102","SOL","EEA Phosphatase (PHOS)",2796.78,"","2017-08-29"
7,"Pécloz",73,"PEC_1152","M17_102","SOL","EEA α-Glucosidase (AG)",14.79,"","2017-08-29"
7,"Pécloz",73,"PEC_1152","M17_102","SOL","EEA β-D-cellubiosidase (CB) ",56.34,"","2017-08-29"
7,"Pécloz",73,"PEC_1152","M17_102","SOL","EEA β-Glucosidase (BG)",544.56,"","2017-08-29"
7,"Pécloz",73,"PEC_1152","M17_102","SOL","EEA β-Xylosidase (XYL) ",75.01,"","2017-08-29"
7,"Pécloz",73,"PEC_1152","M17_102","SOL","MO_2mm",17.8794178794179,"","2017-08-29"
7,"Pécloz",73,"PEC_1152","M17_102","SOL","MO_5.6mm",17.9856115107913,"","2017-08-29"
7,"Pécloz",73,"PEC_1152","M17_102","SOL","Nitrogen_prct _ 2mm",0.550965249538421,"ratio","2017-08-29"
7,"Pécloz",73,"PEC_1152","M17_102","SOL","pH - H2O 1:4 _ 2mm",6.44,"","2017-08-29"
7,"Pécloz",74,"PEC_1375","M17_103","LIT","Carbon_prct _ 2mm",20.9712333679199,"ratio","2017-08-29"
7,"Pécloz",74,"PEC_1375","M17_103","LIT","EEA Leucine aminopeptidase (LAP) ",179.33,"","2017-08-29"
7,"Pécloz",74,"PEC_1375","M17_103","LIT","EEA N-acetyl-β-Glucosaminidase (NAG)",1104.88,"","2017-08-29"
7,"Pécloz",74,"PEC_1375","M17_103","LIT","EEA Phosphatase (PHOS)",4821.23,"","2017-08-29"
7,"Pécloz",74,"PEC_1375","M17_103","LIT","EEA α-Glucosidase (AG)",190.13,"","2017-08-29"
7,"Pécloz",74,"PEC_1375","M17_103","LIT","EEA β-D-cellubiosidase (CB) ",450.32,"","2017-08-29"
7,"Pécloz",74,"PEC_1375","M17_103","LIT","EEA β-Glucosidase (BG)",2286.58,"","2017-08-29"
7,"Pécloz",74,"PEC_1375","M17_103","LIT","EEA β-Xylosidase (XYL) ",251.27,"","2017-08-29"
7,"Pécloz",74,"PEC_1375","M17_103","LIT","MO_2mm",41.36460554371,"","2017-08-29"
7,"Pécloz",74,"PEC_1375","M17_103","LIT","MO_5.6mm",50.7853403141361,"","2017-08-29"
7,"Pécloz",74,"PEC_1375","M17_103","LIT","Nitrogen_prct _ 2mm",1.0121898651123,"ratio","2017-08-29"
7,"Pécloz",74,"PEC_1375","M17_103","LIT","pH - H2O 1:4 _ 2mm",6.56,"","2017-08-29"
7,"Pécloz",74,"PEC_1375","M17_104","LIT","Carbon_prct _ 2mm",32.5840454101562,"ratio","2017-08-29"
7,"Pécloz",74,"PEC_1375","M17_104","LIT","EEA Leucine aminopeptidase (LAP) ",263.24,"","2017-08-29"
7,"Pécloz",74,"PEC_1375","M17_104","LIT","EEA N-acetyl-β-Glucosaminidase (NAG)",777.09,"","2017-08-29"
7,"Pécloz",74,"PEC_1375","M17_104","LIT","EEA Phosphatase (PHOS)",6749.65,"","2017-08-29"
7,"Pécloz",74,"PEC_1375","M17_104","LIT","EEA α-Glucosidase (AG)",191.24,"","2017-08-29"
7,"Pécloz",74,"PEC_1375","M17_104","LIT","EEA β-D-cellubiosidase (CB) ",635.92,"","2017-08-29"
7,"Pécloz",74,"PEC_1375","M17_104","LIT","EEA β-Glucosidase (BG)",2561.78,"","2017-08-29"
7,"Pécloz",74,"PEC_1375","M17_104","LIT","EEA β-Xylosidase (XYL) ",322.74,"","2017-08-29"
7,"Pécloz",74,"PEC_1375","M17_104","LIT","MO_2mm",63.019693654267,"","2017-08-29"
7,"Pécloz",74,"PEC_1375","M17_104","LIT","MO_5.6mm",70.2312138728323,"","2017-08-29"
7,"Pécloz",74,"PEC_1375","M17_104","LIT","Nitrogen_prct _ 2mm",1.26531898975372,"ratio","2017-08-29"
7,"Pécloz",74,"PEC_1375","M17_104","LIT","pH - H2O 1:4 _ 2mm",6.19,"","2017-08-29"
7,"Pécloz",74,"PEC_1375","M17_105","LIT","Carbon_prct _ 2mm",33.9321632385253,"ratio","2017-08-29"
7,"Pécloz",74,"PEC_1375","M17_105","LIT","EEA Leucine aminopeptidase (LAP) ",165.23,"","2017-08-29"
7,"Pécloz",74,"PEC_1375","M17_105","LIT","EEA N-acetyl-β-Glucosaminidase (NAG)",1138.1,"","2017-08-29"
7,"Pécloz",74,"PEC_1375","M17_105","LIT","EEA Phosphatase (PHOS)",5273.13,"","2017-08-29"
7,"Pécloz",74,"PEC_1375","M17_105","LIT","EEA α-Glucosidase (AG)",77.71,"","2017-08-29"
7,"Pécloz",74,"PEC_1375","M17_105","LIT","EEA β-D-cellubiosidase (CB) ",198.47,"","2017-08-29"
7,"Pécloz",74,"PEC_1375","M17_105","LIT","EEA β-Glucosidase (BG)",1762.85,"","2017-08-29"
7,"Pécloz",74,"PEC_1375","M17_105","LIT","EEA β-Xylosidase (XYL) ",194.09,"","2017-08-29"
7,"Pécloz",74,"PEC_1375","M17_105","LIT","MO_2mm",64.9667405764967,"","2017-08-29"
7,"Pécloz",74,"PEC_1375","M17_105","LIT","MO_5.6mm",68.7074829931972,"","2017-08-29"
7,"Pécloz",74,"PEC_1375","M17_105","LIT","Nitrogen_prct _ 2mm",1.40177810192108,"ratio","2017-08-29"
7,"Pécloz",74,"PEC_1375","M17_105","LIT","pH - H2O 1:4 _ 2mm",6.31,"","2017-08-29"
7,"Pécloz",74,"PEC_1375","M17_106","SOL","Carbon_prct _ 2mm",11.2831211090087,"ratio","2017-08-29"
7,"Pécloz",74,"PEC_1375","M17_106","SOL","EEA Leucine aminopeptidase (LAP) ",132.35,"","2017-08-29"
7,"Pécloz",74,"PEC_1375","M17_106","SOL","EEA N-acetyl-β-Glucosaminidase (NAG)",686.88,"","2017-08-29"
7,"Pécloz",74,"PEC_1375","M17_106","SOL","EEA Phosphatase (PHOS)",2915.78,"","2017-08-29"
7,"Pécloz",74,"PEC_1375","M17_106","SOL","EEA α-Glucosidase (AG)",40.29,"","2017-08-29"
7,"Pécloz",74,"PEC_1375","M17_106","SOL","EEA β-D-cellubiosidase (CB) ",76.56,"","2017-08-29"
7,"Pécloz",74,"PEC_1375","M17_106","SOL","EEA β-Glucosidase (BG)",830.98,"","2017-08-29"
7,"Pécloz",74,"PEC_1375","M17_106","SOL","EEA β-Xylosidase (XYL) ",80.73,"","2017-08-29"
7,"Pécloz",74,"PEC_1375","M17_106","SOL","MO_2mm",23.125,"","2017-08-29"
7,"Pécloz",74,"PEC_1375","M17_106","SOL","MO_5.6mm",23.2044198895028,"","2017-08-29"
7,"Pécloz",74,"PEC_1375","M17_106","SOL","Nitrogen_prct _ 2mm",0.685105621814727,"ratio","2017-08-29"
7,"Pécloz",74,"PEC_1375","M17_106","SOL","pH - H2O 1:4 _ 2mm",7.01,"","2017-08-29"
7,"Pécloz",74,"PEC_1375","M17_107","SOL","Carbon_prct _ 2mm",12.4102602005004,"ratio","2017-08-29"
7,"Pécloz",74,"PEC_1375","M17_107","SOL","EEA Leucine aminopeptidase (LAP) ",91.88,"","2017-08-29"
7,"Pécloz",74,"PEC_1375","M17_107","SOL","EEA N-acetyl-β-Glucosaminidase (NAG)",582.88,"","2017-08-29"
7,"Pécloz",74,"PEC_1375","M17_107","SOL","EEA Phosphatase (PHOS)",3166.65,"","2017-08-29"
7,"Pécloz",74,"PEC_1375","M17_107","SOL","EEA α-Glucosidase (AG)",43.28,"","2017-08-29"
7,"Pécloz",74,"PEC_1375","M17_107","SOL","EEA β-D-cellubiosidase (CB) ",134.42,"","2017-08-29"
7,"Pécloz",74,"PEC_1375","M17_107","SOL","EEA β-Glucosidase (BG)",974.07,"","2017-08-29"
7,"Pécloz",74,"PEC_1375","M17_107","SOL","EEA β-Xylosidase (XYL) ",107.72,"","2017-08-29"
7,"Pécloz",74,"PEC_1375","M17_107","SOL","MO_2mm",24.2677824267782,"","2017-08-29"
7,"Pécloz",74,"PEC_1375","M17_107","SOL","MO_5.6mm",24.7093023255814,"","2017-08-29"
7,"Pécloz",74,"PEC_1375","M17_107","SOL","Nitrogen_prct _ 2mm",0.598700165748596,"ratio","2017-08-29"
7,"Pécloz",74,"PEC_1375","M17_107","SOL","pH - H2O 1:4 _ 2mm",7.11,"","2017-08-29"
7,"Pécloz",74,"PEC_1375","M17_108","SOL","Carbon_prct _ 2mm",17.2032985687255,"ratio","2017-08-29"
7,"Pécloz",74,"PEC_1375","M17_108","SOL","EEA Leucine aminopeptidase (LAP) ",136.25,"","2017-08-29"
7,"Pécloz",74,"PEC_1375","M17_108","SOL","EEA N-acetyl-β-Glucosaminidase (NAG)",1163.35,"","2017-08-29"
7,"Pécloz",74,"PEC_1375","M17_108","SOL","EEA Phosphatase (PHOS)",3451.62,"","2017-08-29"
7,"Pécloz",74,"PEC_1375","M17_108","SOL","EEA α-Glucosidase (AG)",71.78,"","2017-08-29"
7,"Pécloz",74,"PEC_1375","M17_108","SOL","EEA β-D-cellubiosidase (CB) ",162.03,"","2017-08-29"
7,"Pécloz",74,"PEC_1375","M17_108","SOL","EEA β-Glucosidase (BG)",1111.7,"","2017-08-29"
7,"Pécloz",74,"PEC_1375","M17_108","SOL","EEA β-Xylosidase (XYL) ",151.94,"","2017-08-29"
